ID,Name,Purpose,Alpha Acid Low (%),Alpha Acid High (%),Beta Acid Low (%),Beta Acid High (%),Co-Humulone Low (%),Co-Humulone High (%),Country,Storability,Total Oil Composition Low (mL/100g),Total Oil Composition High (mL/100g),Myrcene Oil Low (%),Myrcene Oil High (%),Humulene Oil Low (%),Humulene Oil High (%),Caryophyllene Oil Low (%),Caryophyllene Oil High (%),Farnesene Oil Low (%),Farnesene Oil High (%),Linalool Oil Low (%),Linalool Oil High (%),Polyphenols Oil Low (%),Polyphenols Oil High (%),Substitutes,Style Guide,Also Known As,Characteristics,Description
be1ee9da-bf68-4d25-b64c-9718cebd0814,Horizon,"Bittering, Aroma",8.8,16.5,5.5,8.5,16,22,US,Retains 80%-85% alpha acid after 6 months storage at 20ºC (68ºF),0.5,2,45,70,8,20,8,14,3,5,,,,,Magnum,"Light Ale, Red Ale, Pumpkin Ale",,"Floral, citrusy","Horizon is a versatile hop with some star qualities. Created in Oregon in 1970, Horizon is a diploid hop and half-sister to Nugget."
e7a7012d-080c-4f7a-b1dd-d9ed88ba7724,Pilgrim,"Bittering, Aroma",9,13,4.2,5.2,36,38,UK,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),1.8,1.8,36,36,17,,7,,0.3,,,,,,"Target, Pioneer, Challenger","English Pale Ale, India Pale Ale, Wheat Beer, Stout, Barley Wine, Imperial Stout",,"Peppermint, Herbs, Lime, Marjoram","Pilgrim’s siblings, First Gold and Herald are both dwarf hop varieties, Pilgrim however is not. A cultivar of Wye College, England, Pilgram displays first-rate bittering qualities in addition to favorable aroma and flavor characteristics. It was released in the year 2000."
8ca2fbc9-fb57-4ea1-a543-3eb5f80b976c,Tettnanger (US),"Bittering, Aroma",4,5,3,4.5,20,25,US,Retains 55%-60% alpha acid after 6 months storage at 20ºC (68ºF),0.4,0.8,3,45,18,23,6,7,5,8,,,,,"Spalter Select, Santiam, Czech Saaz, Spalt","Bitter, Blonde Ale, Red Ale, Pilsner, Lager, American Lager","US Tettnanger, American Tettnanger",,"This variety has created so much industry confusion. In fact, you can still find sites online that describe American Tettnanger as a true Tettnanger. In reality, it is a clone of rhizomes imported as Swiss Tettnanger."
d13746c5-29fe-4ac5-bd9d-89ddfd43d597,Ultra,Aroma,3,5,3.6,5,25,35,US,Retains 60%-65% alpha acid after 6 months storage at 20ºC (68ºF),0.8,1.2,25,35,30,40,10,15,0,1,,,,,"Tettnanger (GR), Saaz, Hallertauer Tradition, Liberty","Oktoberfest, Blonde Ale, Harvest Ale, Lager, Pilsner, Pale Ale, American Lager, Bock",,Midly spicy aroma and flavor,"Ultra hops have traditionally only been grown only in the United States and even then in somewhat limited qualities. They were developed in Oregon in 1983, released commercially in 1995 and are a triploid variety rich in humulene, giving them a mildly spicy aroma and flavor."
768340d3-14b6-4262-a0fc-21fa9ec48c61,Nelson Sauvin,"Bittering, Aroma",12,13,6,8,24,,New Zealand,,1.,,22,,36.4,,10.7,,10.7,,,,,,"Pacific Jade, Pacifica","American Pale Ale, India Pale Ale, Pale Ale",,"Smooth bittering, rich, fruity, gooseberry and white-wine flavors","Nelson Sauvin’s name is derived from the Sauvignon Blanc wine grape to which many agree has similar flavor and aroma characteristics. Developed in New Zealand and released in 2000, it is considered too wild for many major brewers. Despite this, Nelson Sauvin has found significant use among craft breweries and home brewers for its eccentric characteristics."
92cf4650-6859-4e69-8367-194aa1df4de7,Ahtanum™,Aroma,4,6.3,5,6.5,30,35,US,Retains 50%-55% alpha acid after 6 months storage at 20ºC (68ºF),0.8,1.2,50,55,16,20,9,12,0,1,,,,,"Cascade, Amarillo®, Simcoe®, Centennial, Willamette","India Pale Ale, Pale Ale, Heffeweisen, American Ales, Lagers, Californian Common, Bitters",,"Apple blossom, Jasmine, Geranium, Tea, Elderflower","Yakima Valley bred Ahtanum™ is sweet and peppery with a piney-citrus aspect. Warmly aromatic and moderately bittering, Ahtanum™ is a hop of distinction. It is often likened to Cascade though without going that far, it makes more sense to say that Cascade may be an acceptable substitute. In comparison, Ahtanum™ is less bitter, its alpha acids are lower and its grapefruit essence is significantly more pronounced. It really is more akin to Willamette, with its notes of lemon and grapefruit. Ahtanum’s distinct citrus character led to it being used as the singular hop in Dogfish Head’s Blood Orange Heffeweisen and Stone Brewing’s Pale Ale."
e7304f19-f89a-424a-b057-81f0e7671569,Aramis,Aroma,7.9,8.3,3.8,4.5,42,,France,,1.2,1.6,,,21,,7.4,,2,4,,,3.6,5.1 ,"Willamette, Challenger, Ahtanum™, Strisselspalt, Centennial, Chinook, Hallertau, Tettnanger","Pilsner, Lager, Wheat, Saison, India Pale Ale, Belgian Ales, Pale Ale, Porter",,"Mint, Lemon grass, Rose, Raspberry, Caramel","Aramis is an aroma hop from the Alsace region in France. Crossed in 2002, Aramis is a product of Strisselspalt and Whitbread Golding and was in fact the very first variety to come from the Comptoir Agricole breeding program. It inherited Strisselspalt’s excellent aromas while providing a more plentiful and stable bittering quality."
8c976c9f-110a-4000-a2a6-7ef22b29f719,Golden Star,Aroma,5.4,,4.6,,50,,Japan,Retains 64% alpha acid after 6 months storage at 20ºC (68ºF),0.63,,57,,13,,5,,,,,,,,,,,,"Golden Star is an aroma hop that is commercially grown only in Japan. It is, in essence, a mutant form of Shinshuwase that was selected by Dr. Y. Mori from the Sapporo Brewery some time in the late 1960’s or early 1970’s. Like many other Japanese varieties, it is the offspring of Saaz and Whitebine conceived through open pollination. It is considered superior to Shinshuwase only because of it’s increased yield and improved mildew resistance."
5eb18a4d-3a02-45cd-898e-847ad6dd6cb1,Hersbrucker E,Aroma,4,6,5,7,22,24,UK,Retains 58% alpha acid after 6 months storage at 20ºC (68ºF),0.63,,46,,29,,9,,0.2,,,,,,"Strisselspalt, Mount Hood","Lager, Pilsner, Bock, Weizenbock, Wheat Beer, Belgian Ale, Kölsch, Munich Helles",,,"Hersbrucker E (for England) was planted and grown at Wye College, England in the 1970’s. It is largely identical to the original Hersbrucker variety grown in the Hersbruck Mountains. The storage stability, especially of its soft resins, is low."
a66e69e4-97b5-4232-ab95-cd866990ffa2,Buzz Bullets,"Bittering, Aroma",8,10,,,,,US,,,,,,,,,,,,,,,,,"India Pale Ale, Lager, American Ales",,Floral and citrus notes,Buzz Bullets is a proprietary blend created by Yakima Valley Hops. It is said to have a clean bitterness and impart some floral and citrus notes.
efafbb3b-0fd9-4895-a655-6625ab209022,Calypso,"Bittering, Aroma",12,14,5,6,40,42,US,Retains 65-70% alpha acid after 6 months storage at 20ºC (68ºF),1.6,2.5,30,45,20,35,9,15,1,,,,,,,"Ale, Stout, Barley Wine",,"Crisp, fruity aroma. Flavour of Apples, pears, stone fruit and lime citrus.","Calypso is a Yakima Valley bred, dual-purpose diploid hop with Hopsteiner lineage on both sides. Despite its aroma-focused origins, it boasts a high alpha acid percentage. In addition to this, Calypso features crisp, fruity aromas and flavors that exhibit elements of apple, pear and stone fruit brightened with hints of lime citrus. It is marvellously complex with an almost understated earthy, tea-like note."
e5f7ab66-8f81-4416-b54c-1e4ba61e1c24,Green Bullet,"Bittering, Aroma",11,15,2.9,7,38,43,New Zealand,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.46,1.13,38.3,53,19,28.2,19,20,9.2,20,,,,,"Liberty, Hallertau, Crystal, Mount Hood, Ultra","Bock, Saison, India Pale Ale",,Aromas of raisin and fruit,"Green Bullet is a New Zealand hops variety, one of the first generation of new crosses attempted when Black Root Rot descended on New Zealand hops in 1949."
ad63f440-c8ce-4492-9bf1-99ada22c3e4d,Helga,Aroma,5.4,7.3,5,7,20,23,Australia,,0.6,1.,1,13,35,55,10,15,,,,,,,Hallertau,Ales,Southern Hallertau,"Noble-style aroma, mildly floral and spicy","Helga is an Australian cultivar, formerly known as Southern Hallertau. Helga was bred by Hop Products Australia from Hallertau Mittelfrüher in an effort to dissect and retain its Hallertau’s characteristic noble aroma. Helga is easy to work with—no matter at what point she is added into the brew, even when dry hopping, the results are said to be ever pleasant. It is mildly floral and spicy. Helga made a quiet debut, established in 1996 it took nearly 10 years to catch on commercially. Currently, production is being increased as craft brewers take interest."
2f047d29-e0f0-4a6a-9394-15df29bc4d24,Warrior®,Bittering,14.5,18,4.3,6,22,28,US,Retains 76%-76% alpha acid after 6 months storage at 20ºC (68ºF),1,2,40,50,15,20,8,11,0,1,,,,,"Nugget, Columbus","India Pale Ale, American Ales",,"Tea, Chocolate, Marjoram, Lemon grass","Developed by Select Botanicals Group, proprietary American hop Warrior® is fast becoming a favorite, especially with US craft breweries. Among its desirable traits are its clean, smooth bittering and a somewhat inconspicuous citrusy and spicy aroma. Its pedigree is a unknown to the public. Dogfish Head Brewery employs Warrior in many of its brews, most notably in its 60 Minute IPA."
3b5afa3e-503f-4fdf-bbe5-be43e7dde4d7,Cobb,Aroma,4.4,6.7,1.9,2.8,26,32,UK,Retains 46% alpha acid after 6 months storage at 20ºC (68ºF),0.8,1.,,,,,,,,,,,,,"East Kent Golding, Early Bird","India Pale Ale, English Ales",Cobb’s Golding,,"Cobb, also known as Cobb’s Golding, is a product of Canterbury Whitebine. Introduced in 1881 by Mr. John Cobb, it is among the varieties known as ‘Goldings’. A high-yielding aroma hop, it bears a classic English flavor and is lightly hoppy. In the past, it was in demand for copper and dry hopping in traditional English ales though its production has been curtailed now due to a susceptibility to wilt and mildew. It is known for its exquisite and delicate aroma."
7d732f64-5063-4824-a371-893960fc7f02,Perle (US),"Bittering, Aroma",6,10,3,5,27,32,US,Retains 80%-85% alpha acid after 6 months storage at 20ºC (68ºF),0.7,1.2,45,55,28,33,10,12,0,1,,,,,"Perle (GR), Northern Brewer (GR)","Hefeweizen, Belgian Strong Ale, Lager, Pilsner, Kölsch",,Faint spicy aroma,"While genetically indistinct from the original German variety, US-grown Perle tends to exhibit higher alpha acids potential and a slightly different balance of oils. Specifically, it tends to be higher in myrcene with lower in humulene, which may make US-grown Perle marginally more useful for bittering."
e1d731be-1d70-4038-9af5-417b11f2a430,Waimea,"Bittering, Aroma",16,19,7,9,,,New Zealand,,2.,,60,,10,,3,,5,,,,,,Columbus,"India Pale Ale, Pale Ale",,Citrus and pine,"Waimea is a new New Zealand dual-use variety originally bred for high alpha and bittering qualities. Released in 2012, it’s heritage stems from Californian Late Cluster, Fuggle and Saaz. Despite its incredibly high alphas, brewing characteristics of Waimea include some decidedly favorable flavor and aromas of fresh-crushed citrus and pine."
f23ddd81-a505-4270-8165-45c63d1046b7,Wai-iti,Aroma,2.5,3.5,4.5,5.5,22,24,New Zealand,,1.6,,30,,28,,9,,13,,,,,,Riwaka,"Pale Ale, India Pale Ale, Wheat Beer",,Lime citrus and stone fruit notes,"A truly modern triploid hop, Wai-iti brings forth a fresh splash of lime and stone fruit. It was released to brewers in 2011 alongside Kohatu by New Zealand Plant & Food Research and features higher beta acids than alpha acids, low cohumulone and robust oil content."
63b732b5-2e52-4f5a-bf79-4871ebc90517,Willamette,Aroma,4,6,3,4,30,35,US,Retains 60%-65% alpha acid after 6 months storage at 20ºC (68ºF),1,1.5,30,55,20,30,7,8,5,6,,,,,"Fuggle, Styrian Golding, Tettnanger (US), Glacier, Styrian Golding","Ale, American Ales, Pale Ale, Brown Ale, English Ales, Porter",,"Citrus, Elderberry, Incense, Caramel, Curry","Considered a pillar of the US hops industry, Willamette is one of the most prolifically grown varieties in the US. First selected in Oregon in 1967, it received USDA accession in 1971 and was released the same year."
f1de3432-54bd-4b83-b7f5-bfe661690499,Orion,"Bittering, Aroma",8,9,4.94,5.73,25,29,Germany,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),1.8,2.,41,56,17,26,7,13,0,1,,,,,Perle,Helles,,,"The German Hop Research Institute in Hüll, Germany developed Orion hops sometime during the 1980s. It is the result of a cross between Perle and a German male."
d0d49b63-a189-4448-9a43-1233c9ac66ee,Kohatu®,Aroma,6.80,,4,6,21,,New Zealand,,0.12,1.,35.5,,36.5,,11.5,,0.3,,,,,,,"Ale, Pale Ale, India Pale Ale",,Intense tropical fuit and pine needle aroma,"Kohatu®, meaning stone or rock in Maori, was released alongside Wai-iti in 2011. It was named after Kohatu, a small town nestled by the Motueka River, south west of Nelson, New Zealand. Kohatu is not as fruity as Wai-iti, but with its intense aroma of tropical fruit and freshly crushed pine needles, it adds a wonderfully fresh character to beer. Even with a low alpha, when used as an early addition it features a pleasant, rounded bitterness."
00932dca-6e7f-49a1-8046-a273ba6bd78a,Sonnet,Aroma,2.6,6,,,,,US,,,,,,,,,,,,,,,,"Saaz, East Kent Golding, Crystal, Strisselspalt, Hersbrucker","English Ales, American Ales, German Ales, Belgian Ales, Lager",Sonnet Golding,"Deep floral aroma, grass, earth, flavors of oak and honey","Sonnet is a new, Oregon-grown hop said to have Saaz and Styrian Golding characteristics. It has a low alpha acid content and makes a nice aroma hop, exhibiting deeply floral, grassy and earthy notes alongside a balanced, rounded bitterness. Flavor-wise it is said to demonstrate some fruitiness with hints of oak and honey."
d3fe7634-457b-4442-bb1f-fcae3812e239,Triskel,Aroma,8,9,4,4.7,20,23,France,,1.5,2.,,,13.5,,6.1,,1,,,,3.7,5.4 ,"Strisselspalt, Ahtanum™, Centennial, Chinook, Simcoe®","Belgian Ale, Saison, Kolsch, Pilsner, Pale Ale, India Pale Ale, Lager, Wheat","French Triskel, FR Triskel","Artichoken, Pepper, Tobacco, Honeydew melon, Nettle","Developed in France in 2006, Triskel is a cultivar of the French hop, Strisselspalt and English varietal, Yeoman. With a more pronounced nose than its French parent, Triskel makes a unique first wort alternative and its notable aroma qualities make it well suited as a late addition or for dry hopping. Highly desired for Belgian-style or lighter ales, it features and elegant combination of both floral and subtle fruity notes with some citrus."
3a9e6d3c-edc6-472b-984f-50635d19e06b,Cascade (New Zealand),"Bittering, Aroma",6,8,5,5.5,21,24,New Zealand,,,,,,,,,,,,,,,,"Cascade (US), Hallertau, Goldings, Ahtanum, Centennial","Barley Wine, American Pale Ale, Imperial Stout, Ale, Lager",,Similar to Cascade (US) but more subdued,"New Zealand Cascade features largely the same pleasant and distinctive ‘Cascade’ characteristics enjoyed by its US twin but are higher in alpha acids. Some dispute this comparison however, noting that while its characteristics are similar, New Zealand grown Cascade is more subdued in both flavor and aroma. Original Cascade was developed from English variety Fuggle and the Russian variety, Serebrianka."
e2ef52a8-6266-4e91-87dd-87479a0d3888,Hallertauer Taurus,"Bittering, Aroma",12.3,17.9,4,6,23,25,Germany,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.9,1.5,30,,30,31,8,,0,1,1,1.5 ,3,4 ,"Magnum, Merkur, Herkules","Schwarzbier, Oktoberfest","German Taurus, Taurus","Chocolate, Pepper, Ripe banana","German born Hallertau Taurus features an earthy, strong aroma with hints of chocolate and banana, spice and pepper and finishes with a zesty curry undertone. It was released in 1995."
36284251-e4cd-4e87-b3ff-f268266cd711,Mandarina Bavaria,Aroma,8.5,10.5,5,6.5,33,,Germany,,1.5,2.2,,,5,,2,,1,,,,2.3,2.7 ,"Columbus, Nugget, Cascade (US)","Belgian Ale, French Ale",,"Pineapple, Lemon, Strawberry, Gooseberry, Cassis","Daughter of Cascade (US), Hallertau Blanc and Hüll Melon, Mandarina Bavaria originated in Hüll, Germany and was released to the brewing masses in 2012. It is useful for both flavor and aroma and imparts slightly sweet notes of tangerine and citrus, especially when used for dry hopping."
0b4ab7c2-b7a6-41b6-bbae-e9f69d26ed77,Progress,Aroma,6,7.5,2,3.3,25,34,UK,Retains 74% alpha acid after 6 months storage at 20ºC (68ºF),0.5,1.2,24,33.5,36,47,10.6,14,1,,,,,,"East Kent Golding, Fuggle","English Bitters, Pale Ale, Porter, Stout, Czech Pilsner, Bock, Cask Ale, Wheat",,"Cassis, Creamy, Coriander","Progress was bred in the 1950’s at Wye College in England and released in 1964 as a low-cost alternative for Fuggle hops. Slightly sweet with subtly bitter, it features pleasant and Fuggle-like floral aromas of grass, mint and earth."
419e697a-885e-493e-9585-0e9aa1b69695,Shinshuwase,Aroma,4.7,8.3,4,6.1,51,,Japan,Retains 61% alpha acid after 6 months storage at 20ºC (68ºF),0.42,0.98,57.5,,12,,20.3,,0.1,,,,,,"Saaz, Hallertau, Santiam",,"Shinshu-Wase, Shinshu Wase",Lemon aromas,"Grown exclusively in Japan, Shinshuwase is a high yielding aroma hop. It dates back to the early 1900’s, possibly earlier. While it still exists, it has largely been replaced by Kirin II, Toyomidori, Kitamidori and Eastern Gold as a commercial crop."
e670dab0-8739-4825-8ba3-db338c939c9a,Strisselspalt,Aroma,1.8,5.7,2.5,6,20,27,France,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.6,0.9,35,52,12,32,8,10.3,1,,0.7,0.9 ,3.5,3.8 ,"Liberty, Hallertau, Mt Hood, Crystal, Hersbrucker","Lager, Saison, Blonde Ale, Amber Ale, Belgian Ale, Bock, Maibock, Golden Ale, Belgian Pale Ale","French Strisselspalt, Strisselspalter","Citrus, Lemon grass, Cassis, Grapefruit, Eukalyptus","Strisselspalt hails from the Alsace region of France around Strasbourg and is likely related to German Spalt and/or Hersbrucker hops. Thought to be an old land race, its acreage is dwindling due to its inherent low yield but it survives largely on the back of a strong domestic demand for the variety."
3733a351-ef79-49db-b3e5-42e3bfa1db3e,Fuggle (US),Aroma,4,5.5,1.5,2,25,33,US,Retains 60%-65% alpha acid after 6 months storage at 20ºC (68ºF),0.7,1.4,24,28,35,40,11,13,4,5,,,,,"Fuggle, Willamette, Styrian Golding, Tettnanger","English Pale Ale, Belgian India Pale Ale, Extra Special Bitter, Brown Ale, Red Ale",US Fuggle,,"Fuggle (US) has slightly less aroma impact than its English counterpart. Grown at first in Oregon and now in Washington, it features a more balanced oil profile and higher alpha acid content than the original UK variety giving it a fruitier flavor profile. In commercial circles, it has now largely been replaced by Willamette."
e22c6c8e-5bec-46f8-87ae-3d2759e4c057,Wuerttemberger,Aroma,5,,4,,28,,Germany,Retains 72% alpha acid after 6 months storage at 20ºC (68ºF),1.25,,59,,18,,6,,4,,,,,,,"Lager, Pilsner",Wurttemberger,Pleasant European-style noble aroma,"Wuerttemberger is an old, German, noble aroma hop which is no longer grown commercially. Thought to have come from a landrace, its low vigor and poor yield made it untenable for commercial use."
80c21450-57bb-4754-8e23-ef95dd1cd828,Calicross,"Bittering, Aroma",5.8,7.9,4,7.8,36,44,New Zealand,Retains 78%-78% alpha acid after 6 months storage at 20ºC (68ºF),0.42,1.39,54,68,12,19,2,6,0,1,,,,,,"English Ale, Porter, Mild Ale, Bitter, Extra Special Bitter, Lambic, Amber Ale, Cask Ale, Stout, Oatmeal Stout, Strong Ale, Nut Brown Ale, Golden Ale, Christmas Ale",,"Floral, fruity and earthy flavor and aroma","New Zealand’s Calicross emerged in the 1960’s and by-and-large disappeared by the 1980’s. Born out of a dire need for disease resistant varieties, Calicross was created as a cross between Fuggle and Late Cluster – the later being the crop decimated in the late 1940’s by Black Root Rot."
d652ab74-a6ae-469e-afa6-c2d353c89ce7,Pride of Ringwood,Bittering,7,11,4,8,33,39,Australia,Retains 45-55% alpha acid after 6 months storage at 20ºC (68ºF),1.2,,25,53,2,8,5,10,1,,,,,,"East Kent Golding, Centennial, Galena, Cluster","Amber Ale, Lager, Fruit Lambic, Pale Ale, Australian Lager, Strong Ale, Golden Ale, American Pale Ale",,"Spicy, fruity aroma","When Australian hop Pride of Ringwood was released in 1958 it had the distinction of being the hop with the highest alpha acid content in the world. Though that title has been long surpassed it is still an incredibly popular bittering hop. Best utilized fresh, Pride of Ringwood is primarily a bittering hop but also exhibits spicy, fruity aromas when used as a late addition."
be00e0dd-be0f-454d-95cd-66f325dbb7c7,Lubelska,Aroma,3,5,2.5,4,25,28,Czechoslovakia,Retains 70%-75% alpha acid after 6 months storage at 20ºC (68ºF),0.5,1.2,22,35,30,40,6,11,10,14,,,,,"Saaz, Sterling","Pilsner, Lager","Lublin, Lubelski",Noble-like character,"Often thought to be a Polish hop, Lubelska actually originates in Zatec, Czechia. Sometimes marketed as Lublin or Lubelski, Lubelska’s high humulene content is trumped only by its rare, high levels of farnesene. This oil profile results in interesting aromas of magnolia and lavender. It is considered to very noble-like in character. Thought to be a landrace cultivar of Saaz, it is now a mainstay of Polish breweries."
ee2b5f1c-a36d-4f68-991e-6ff0cf3f7689,Sylva,Aroma,5.6,7.3,3,4.6,20,25,Australia,,1.0,1.4,26,36,18,27,5,8,22,28,,,,,"Hallertau Mittelfrüh, Helga, Saaz","Pilsner, Lager, California Common, Pale Ale","Australian Sylva, AU Sylva, Silva","Flavors of the forest and fresh-cut timber, subtle and hoppy bohemian-style aroma","Bred by Hop Products Australia in Tasmania in 1997, Sylva is an Australian aroma hop with a subtle and complex tasting profile. Progeny of Saaz, it is these roots that suit it well to light lagers and pilsners, imparting a bohemian-style hoppiness reminiscent of its Czech parent."
3bef00f2-043f-4c90-89fb-f5d35460a4ad,Cascade (US),"Bittering, Aroma",4.5,8.9,3.6,7.5,33,40,US,Retains 48%-52% alpha acid after 6 months storage at 20ºC (68ºF),0.8,1.5,45,60,8,16,4,6,4,8,,,,,"Centennial, Amarillo, Columbus, Ahtanum","Barley Wine, American Pale Ale, Ale, Lager",,"Floral, with elements of citrus and notes of grapefruit","Pioneered in the 1950’s by Jack Horner and his team at Oregon State University, Cascade hops have since gone on to become one of the most popular American hops of all time. Released in 1972, Cascade now represents around 10% of all hops grown in the United States."
7cfe947a-61e6-495f-93a2-51182cc61a90,Southern Promise,"Bittering, Aroma",9.5,11.5,3.6,5.4,20,22,Slovenia,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.7,0.7,22,,26,26,9,,0,1,,,,,Southern Brewer,"Lager, Pale Ale",,"Smooth bitterness, woody, earthy","Southern Promise was bred specifically for the South African region. Created from Southern Brewer and a wild Slovenian male, it was developed in an effort to produce a variety that would grow well in areas with limited sunlight."
c4de1e65-b3fb-45d9-a6bf-6f322cfab68b,Banner,Bittering,8.4,13,5.3,8,34,,US,Retains 43% alpha acid after 6 months storage at 20ºC (68ºF),2.17,,66.4,,11.8,,7.7,,,,,,,,"Aquila, Cluster, Galena",Bitter,,"Moderate bittering potential, pleasant aroma","Banner did not fare well on the commercial market. Bred from a Brewer’s Gold seedling in the early 1970’s through open pollination, its first test plot was abandoned due to severe mildew problems."
9cb5c306-f544-4ebd-b61d-ae718c3f2825,Hersbrucker Pure,Aroma,4.7,6,2,3,20,28,,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.6,1.2,24,50,10,27,4,11,0,1,,,,,"Hersbrucker, Hallertauer Mittelfrüh","Pilsner, Hefeweizen, Lager",,Pleasing noble aroma,"The offspring of Hallertauer Mittelfrüh, Saaz and a wild German hop, Hersbrucker Pure was originally tested by brewing giant Anheuser Busch as a replacement for Hersbrucker. After their interest waned in the variety, it failed to catch on as a viable commercial prospect. It has an noble aroma and flavor profile similar to that of its parents."
10f00838-ba77-40df-a49c-ca90e0043fff,Mount Rainier,"Bittering, Aroma",5,8.1,5,7,21,24,,,,,,,,,,,,,,,,,"Hallertau, Fuggle","Lager, American Ale, Porter",Mt. Rainier,"Hallertau-like aroma, notes of citrus and licorice","Like Mount Hood, Mount Rainier is named after one of the many active volcanoes in Washington State. Born out of the USDA-ARS hop breeding program in collaboration with Oregon State University, Mount Rainier is the progeny of Magnum and a USDA male. It has noble, Hallertau-like aroma characteristics alongside notes of citrus and a hint of licorice. It is excellent for both aroma and bittering."
0e2d05e0-4d34-4afb-ace1-3ffb31bb55b3,Golding (US),Aroma,4,6,2,3,20,20,US,Retains 66% alpha acid after 6 months storage at 20ºC (68ºF),0.4,1.,25,35,35,45,13,16,1,,,,,,"East Kent Golding, Fuggle, Willamette, Progress, Whitbread Golding","Bitter, Pale Ale, Belgian Ale, Belgian IPA, Barley Wine, Imperial Stout, Red Ale, Irish Stout, American Pale Ale","US Golding, US Goldings, Northwest Goldings","Delicate English-style aromas, fruit, herbs","Golding (US) hops are descended from the original East Kent Golding. In North America, they were first grown in British Columbia, and then appeared in the state of Washington in 1993 and Oregon after that. They are no longer grown commercially in Canada. They feature a subtle bitterness when used as a early addition but are predominantly used for their quintessentially ‘English’ flavor and aroma."
a1b9f793-e730-4d38-ae8a-109e99230ae6,Motueka,"Bittering, Aroma",6.5,8.5,5,5.5,29,,New Zealand,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.8,,47.7,,3.6,,2,,12.2,,,,,,"Saaz, Saaz (US), Sterling","European Ale, English Ale, Dark Lager, Pilsner, Belgian Ales, Lager, Maibock, Ales","B Saaz, Belgian Saaz",Tropical fruit and citrus,"Formerly known as Belgian Saaz or B Saaz, Motueka is a premier New Zealand hop. Developed by HortResearch, this triploid was bred from Saaz and an unnamed New Zealand breeding strain and lends itself well to Lagers, Pilsners and Belgian Ales."
cf02d4e7-cf72-420f-ab96-d524cb0cf7ca,Pacific Jade,Aroma,12,14,7,8,24,,New Zealand,,1.4,,33.3,,32.9,,10.2,,0.3,,,,,,Magnum,"Pale Ale, India Pale Ale",,Flavors of lemon citrus and cracked pepper,"Released from HortResearch’s New Zealand Hop Research Program in 2004, Pacific Jade started its commercial existence predominately limited to the New Zealand domestic market. Now however, it is finding its way into inventories worldwide."
ba33d3f1-36c6-4b3c-ad99-103c6a27ef8c,Bouclier,"Bittering, Aroma",5.2,9,2.4,3.3,20,25,UK / France,,1.1,1.6,38,,34,,3.40,,,,,,,,,"English Ales, Pale Ale, Lager, Imperial Stout, Saison, Pils, Blonde",,"Aromas of herb, grass and spice alongside a citrus and floral character","Emerging in 2005, Bouclier is a cross between Alsace-grown Strisselspalt and a wild male from Wye, Kent. It is unclear however if this variety was first developed in the UK or across the Channel in France."
bdb63b97-d8d0-4dfa-9c63-0210918b728a,Willow Creek,"Bittering, Aroma",,,,,,,,,,,,,,,,,,,,,,,,,,,"Native to Colorado, neomexicanus variety Willow Creek is very new to the brewing scene. There is very little information about them available but they are reportedly considered to be similar to other available neomexicanus varieties Amallia, Neo1, and MultiHead."
244f9b78-756d-4400-886a-4692ef60ca48,Pacific Sunrise,Bittering,12.5,14.5,6,6.5,27,30,New Zealand,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),1.7,2,45,55,19,25,6,9,0,1,,,,,Pacific Gem,Lager,,,"Released in 2000 by HortResearch in New Zealand, Pacific Sunrise’s take up by commercial breweries has been sluggish. Despite this, it features favorable bittering properties and a pleasant piney aroma. It is the result of a cross between the result of a European and New Zealand male on one side and a California Cluster and a Fuggle on the other."
9ac11b60-ad1f-4399-8eee-4bb0e37be2e2,Summit™,Bittering,16,18,3.3,4.3,26,33,US,Retains 85%-85% alpha acid after 6 months storage at 20ºC (68ºF),1.5,3,30,50,15,25,10,16,0,1,,,,,"Columbus, Simcoe®, Apollo","India Pale Ale, Barley Wine, Imperial Stout",,Citrus aromas,"Developed in 1998 by The American Dwarf Hop Association, a joint hop breeding venture between the owners of Roy Farms, Wyckoff Farms and Green Acres Farms, Summit™ was released for brewing trials in 2000. It has the distinction of being the first semi-dwarf variety to be bred in the United States and is currently the only low trellis variety grown in the country. Its pedigree is decidedly complex, hailing from a combination of Nugget, Zeus and Lexus hops."
