ID,Name,Producer,Group,Type,Standard (ASBC/EBC/ION),Moisture (%),"Extract, F.G. dry (%)",Extract (L/KG),Fine-coarse difference (EBC),Potential (SG),Color (EBC),Diastatic power (ºWK),Protein Total (%),Soluble protein (%),Total Nitrogen (%),Soluble Nitrogen (mg/100g),Max in Batch (%),FAN (mg/g),Alpha Amylase (Dry min),Beta Glucans (mg/l),Saccharification time (min),Viscosity (mPa.s),DMS-P,Kolbach Index,Friability (%),Wort pH,Country,Notes,
8c7d1ab1-54c8-42f6-be50-20f97b6a2746,CHÂTEAU WHEAT CRYSTAL,Castle Malting,,grain,EBC,6.5,78,,,,150,,,,,,20,,,,,,,,,6,Belgium,"Belgian Witbier; Hefeweizen; Kristallweizen, Dunkelweizens, Weizenbock; Up to 20% of the mix.",
9d77a0d3-4bbb-4569-83c0-27bbe037a853,CHÂTEAU WHEAT CHOCOLAT,Castle Malting,,grain,EBC,4.5,77,,,,1100,,,,,,20,,,,,,,,,,Belgium,"English-style dark beers, stouts, porters, or brown ales. Up to 20% of the mix.",
f7cf3c8c-6b2b-4020-9eb1-f5de0443eb6b,CHÂTEAU WHEAT BLACK,Castle Malting,,grain,EBC,4.5,77,,,,1400,,,,,,20,,,,,,,,,,Belgium,"Dunkelweizen, Altbier, Black IPAs, Schwarzbiers, and specialty ales. Up to 20% of the mix.",
38f44599-67bd-4979-b211-2fd9ee587c64,CHÂTEAU DIASTATIC,Castle Malting,,grain,EBC,7,80,,2.5,,4.5,380,11.5,4.5,1.84,,30,,,,,1.6,,,78,,Belgium,Any type of beer. Recommended: up to 30% of the mix.,
2be60133-959b-4d8d-a014-d13ca4077a9d,CHÂTEAU PEATED,Castle Malting,,grain,EBC,4.5,81,,2.5,,4,250,11.7,4.4,1.872,,10,,,250,,1.6,,45,80,6,Belgium,"Scottish ale, porters, smoked beer, special beers. Recommended proportion: up to 10% of the mix.",
bac7d7fa-599b-4b71-8714-158620a4007a,CHÂTEAU OAT MALT,Castle Malting,,grain,EBC,7,80,,,,2.3,,14,,2.24,,15,,,,,,,,,,Belgium,"Dark beers, porters, stouts, robust British ales, winter beers. Up to 15% of the mix.",
57e0d79a-2573-4a73-b1e4-de2d9e5a2315,CHÂTEAU RAW OAT,Castle Malting,,grain,EBC,14,80,,,,7,,14,,2.24,,30,,,,,,,,,,Belgium,Any type of beer in which the combination of features mentioned above is desired. Hoppy session beers are an example. Up to 30% of the mix.,
cccd50c1-b4ea-49c6-9a40-7498a5128b37,CHÂTEAU SPELT MALT,Castle Malting,,grain,EBC,6,79,,,,7,,17,,2.72,,15,,,,,,,,,,Belgium,"Belgian saison, wheat beers, special beers. Up to 15% of the mix.",
0d1e1687-7f47-4075-b450-7daa201e7d07,CHÂTEAU SMOKED,Castle Malting,,grain,EBC,6,77,,,,12,250,11.5,,1.84,,15,,,,,1.6,,,80,,Belgium,"Smoked beers, specialty beers, Rauchbier, Alaskan smoked ales, Scottish ales, whisky. Up to 15% of the mix.",
85551571-4656-4963-aec0-0259a42f07e8,CHÂTEAU ACID,Castle Malting,,grain,EBC,10,74,,,,13,,11.5,,1.84,,,,,,,,,,,4.5,Belgium,"Any ale or lager, wheat beers, light beers for optimizing the pH level.",
069e994c-5812-4278-a01d-6d460ef3af86,CHÂTEAU RYE MALT,Castle Malting,,grain,EBC,6,83,,,,8,,11,,1.76,,30,,,,,,,,80,,Belgium,"Rye ales and lagers, special beers, seasonal beers. Up to 30% of the mix.",
a28a3f21-ee1a-4299-8b29-30124b970af0,CHÂTEAU PILSEN NATURE®,Castle Malting,,grain,EBC,4.5,81,,2.5,,3.5,250,12,4.4,1.92,,100,,,220,,1.6,,45,80,6,Belgium,"All organic beer types. Can be used up to 100 % for pale organic beers (Pilsner, Lager) or as part of the mix for the other organic beers.",
7377a638-c3c0-45b7-b974-795fb96385aa,CHÂTEAU VIENNA NATURE,Castle Malting,,grain,EBC,4.5,80,,2.5,,7,250,12,4.3,1.92,,100,,,,,1.6,,45,80,6,Belgium,"All organic beer styles, organic Vienna lager. To enhance colour and aroma of light organic beers. Up to 100% of the mix.",
02ecb11d-8b7f-4c73-92e4-da3da18cb522,CHÂTEAU PALE ALE NATURE,Castle Malting,,grain,EBC,4.5,80,,2.5,,10,250,11.7,4.6,1.872,,100,,,250,,1.6,,45,80,,Belgium,"Organic pale ale styles and bitter beers, most traditional English beer styles. Up to 100% of the mix.",
aeb403f7-a1e9-4511-946e-e2d22834e17a,CHÂTEAU MUNICH LIGHT NATURE,Castle Malting,,grain,EBC,4.5,80,,2.5,,12,150,12,4.9,1.92,,60,,,,,1.6,,49,80,,Belgium,"Organic pale ale, amber, brown, strong and dark beers, bocks. Up to 60% of the mix.",
d62727ff-28b9-4fc2-a356-dba81a513492,CHÂTEAU MUNICH NATURE,Castle Malting,,grain,EBC,4.5,80,,,,25,,11.7,,1.872,,60,,,,,,,,,,Belgium,"Organic pale ale, amber, brown, strong and dark beers, bocks. Up to 60% of the mix.",
578e64f5-0e87-47c6-b2b2-8df8a8181b63,CHÂTEAU ABBEY NATURE® (CHÂTEAU MONASTIQUE NATURE for the US Market),Castle Malting,,grain,EBC,4.5,78,,,,45,,,,,,25,,,,,,,,,6,Belgium,"Organic pale ale beers, organic Abbey beers, organic brown porter and organic special beers, in a diverse range of organic British beers. Up to 25% of the mix.",
e6793b9a-8e1f-487b-a4d0-ea8f8ba546c0,CHÂTEAU BISCUIT NATURE,Castle Malting,,grain,EBC,4.5,77,,,,50,,,,,,25,,,,,,,,,,Belgium,"All special organic beers and as well for organic English ales, organic brown ales and organic porters. Up to 25% of the mix.",
0b1334e3-b7ea-47dc-b200-6d8aca4afa6b,CHÂTEAU CARA BLOND NATURE,Castle Malting,,grain,EBC,8.5,78,,,,20,,,,,,30,,,,,,,,,6,Belgium,"Light organic lagers, light organic ales, organic beer with little or no alcohol, white organic beers. Up to 30% of the mix.",
290e5354-7d8a-467e-b101-28fa121689d8,CHÂTEAU CARA CLAIR NATURE,Castle Malting,,grain,EBC,8.5,78,,,,9,,11.7,,1.872,,30,,,,,,,,,6,Belgium,"Organic Pilsner Lager, alcohol-reduced beer, light beer, Bock beer. Up to 30% of the mix.",
906d094f-f80d-4421-bb09-23c33e658dde,CHÂTEAU CARA RUBY NATURE®,Castle Malting,,grain,EBC,8,78,,,,50,,,,,,25,,,,,,,,,6,Belgium,"Organic Brown Ales, organic Brune des Flandres, organic Bock, organic Scottish Ales. Up to 25% of the mix.",
718174b5-b739-490a-afa4-ecb1d9abf24f,CHÂTEAU CARA GOLD NATURE®,Castle Malting,,grain,EBC,8,78,,,,120,,,,,,20,,,,,,,,,6,Belgium,Organic brown and dark beers. Up to 20% of the mix.,
96acfd29-9672-4186-b200-ab43acd58c5b,CHÂTEAU CRYSTAL NATURE,Castle Malting,,grain,EBC,4.5,78,,,,150,,,,,,20,,,,,,,,,6,Belgium,Aromatic and coloured organic beers. Perfect for any organic beer in which high profile malt is required. Excellent choice for organic Belgian ales and organic German bock beer styles. Up to 20% of the mix.,
2ed8132c-6b9c-4059-b494-0fa1cd9c6949,CHÂTEAU SPECIAL Belgium NATURE,Castle Malting,,grain,EBC,6,77,,,,300,,,,,,10,,,,,,,,,,Belgium,"Organic abbey ales, organic dubbels, organic porters, organic brown ales, organic doppelbocks. Up to 10% of the mix.",
02536765-9110-475a-8cb1-cefba4cd81a4,CHÂTEAU CHOCOLAT NATURE®,Castle Malting,,grain,EBC,4.5,75,,,,1000,,,,,,7,,,,,,,,,,Belgium,"Brown, strong, darker and black organic beers, such as porters, stouts and brown ales. Up to 7% of the mix.",
39837151-a333-4b71-a4fa-342534105f29,CHÂTEAU BLACK OF BLACK NATURE®,Castle Malting,,grain,EBC,4.5,72,,,,800,,,,,,5,,,,,,,,,,Belgium,"From amber to very coloured organic beers, Stouts and Porters. Recommended max. proportion: 5% of the mix.",
73c12a69-954b-49ae-a381-3d0ebefa5703,CHÂTEAU BLACK NATURE®,Castle Malting,,grain,EBC,4.5,73,,,,1300,,,,,,6,,,,,,,,,,Belgium,"Very coloured organic beers, organic stouts and porters. 3-6% of the mix.",
c03c108a-17a0-4a6b-9dfa-9e0ecc1ce5ca,CHÂTEAU WHEAT BLANC NATURE,Castle Malting,,grain,EBC,5.5,84,,,,5,,14,5.5,2.24,,35,,,,,1.9,,,,6.1,Belgium,"Organic wheat beers, white, light beers, beers with low or no alcohol. Recommended max. proportion: up to 35% of the mix",
258a0526-8e1f-43dc-a07e-6ff630ee1424,CHÂTEAU CARA WHEAT BLOND NATURE*,Castle Malting,,grain,EBC,8,78,,,,15,,,,,,30,,,,,,,,,,Belgium,"Organic wheat beers, white, light beers, beers with low or no alcohol. Recommended max. proportion: up to 30% of the mix",
68e667ac-7cc9-4ad0-a6b2-c29ef51ed8d2,CHÂTEAU CARA WHEAT RUBY NATURE*,Castle Malting,,grain,EBC,8,78,,,,60,,,,,,30,,,,,,,,,,Belgium,"Organic wheat beers, white, Red Ale, Belgian Witbier, light beers, beers with low or no alcohol. Recommended max. proportion: up to 30% of the mix",
f8be0f80-b460-4a9b-9cc9-d3b9de5a67d6,CHÂTEAU PEATED NATURE*,Castle Malting,,grain,EBC,4.5,81,,2.5,,5,250,12,4.4,1.92,,10,,,250,,1.6,,45,80,6,Belgium,"Organic scottish ale, organic porters, organic smoked beer, special organic beers. Recommended proportion: up to 10% of the mix.",
43161cc8-de5e-4fef-9c3f-cc4c2f33225b,CHÂTEAU BUCKWHEAT NATURE® MALT,Castle Malting,,grain,EBC,5,66,,,,15,,11,,1.76,,40,,,,,,,,,,Belgium,Any type of organic gluten-free beer. Up to 40% of the mix.,
e76fbced-13b1-4a52-8ba6-783d27f82252,MALT CHÂTEAU SPELT NATURE®,Castle Malting,,grain,EBC,6,79,,,,7,,17,,2.72,,15,,,,,,,,,,Belgium,"Organic Belgian saison, organic wheat beers, special beers. Up to 15% of the mix.",
93e0dde5-0331-4682-8c8b-7f6b333412a8,CHÂTEAU SMOKED NATURE®,Castle Malting,,grain,EBC,6,77,,,,12,250,11.5,11.5,1.84,,15,,,,,1.6,,,80,,Belgium,"Smoked organic beers, organic specialty beers, organic Rauchbier, organic Alaskan smoked ales and Scottish ales, organic whisky. Up to 15% of the mix.",
5a2db6af-76e6-4739-b31b-dca2e1874928,CHÂTEAU ACID NATURE®,Castle Malting,,grain,EBC,10,74,,,,13,,11.5,,1.84,,,,,,,,,,,4.5,Belgium,"Any organic ale or lager, organic wheat beers, light beers.",
4549228e-981b-460b-babd-13f3a16a129e,MALT CHÂTEAU RYE NATURE®,Castle Malting,,grain,EBC,6,83,,,,10,,11,,1.76,,30,,,,,,,,80,,Belgium,"Organic rye ales and lagers, organic special beers, seasonal beers. Up to 30% of the mix.",
29d1a61e-206a-431c-9cd6-a136229b27f6,CHÂTEAU CHIT BARLEY NATURE MALT FLAKES,Castle Malting,,grain,EBC,11,77,,,,7,,11.5,,1.84,,,,,,,,,,,,Belgium,Any organic beer type,
45ac6c29-8d31-4931-a778-6e611da165bd,CHÂTEAU CHIT WHEAT NATURE MALT FLAKES,Castle Malting,,grain,EBC,10,77,,,,9,,12,,1.92,,,,,,,,,,,,Belgium,Any type of organic beer.,
3ff4267c-d955-4a77-beeb-7c00f59bb30f,Finest Maris Otter Ale Malt,Crisp Malt,base,grain,EBC,3.5,81.5,,,,7.5,140,10,,1.6,,100,,,,,,,48,,,UK,"Light, dark and strong milds, English ales, IPAs, stouts, porters, barley wines, and golden ales",
4e467395-6133-4bc7-b198-6255246011a0,Extra Pale Maris Otter Malt,Crisp Malt,base,grain,EBC,4.5,81.5,,,,4,150,10,,1.6,,100,,,,,,,48,,,UK,"Blondes, pale ales",
6b9105d3-5e02-4cc4-909f-d2447f2531ec,Chevallier Heritage Malt,Crisp Malt,base,grain,EBC,3.5,80,,,,7.5,150,11.3,,1.808,,100,,,,,,,50,,,UK,"Golden ales, barley wines, IPAs, DIPAs",
519b1ade-a06e-4768-acb5-a6f59e853847,Malts/Best Ale Malt,Crisp Malt,base,grain,EBC,3.5,82,,,,7.5,140,10.3,,1.648,,100,,,,,,,48,,,UK,"Light, dark and strong milds, English ales, IPAs, stouts, porters, barley wines",
e5589766-9783-4e18-8fd5-66eb58eb42f4,Extra Pale Ale Malt,Crisp Malt,base,grain,EBC,4.5,82,,,,4,145,10.3,,1.648,,100,,,,,,,48,,,UK,"Golden ales, blondes, lagers, pale ales",
e1bbf1ba-f091-4924-9c9e-1a2f40577a2d,Europils Malt,Crisp Malt,base,grain,EBC,4.5,81.5,,,,4,200,11,,1.76,,100,,,,,,,42,,,UK,All lagers & light ale,
597d4d35-74d6-41b9-8de6-88e0b3441887,German Pilsen Malt,Crisp Malt,base,grain,EBC,4.5,81.5,,,,4.5,230,12,,1.92,,100,,,,,,,43,,,UK,Continental Lager Malt,
38647fce-15c0-43e4-a705-07cae9fa1fd2,Clear Choice Malt,Crisp Malt,base,grain,EBC,4,81.5,,,,8.5,140,11.3,,1.808,,100,,,,,,,52,,,UK,All ale styles,
6283cc18-1a0d-4326-88b4-22bd1960ae8e,Clear Choice Malt Extra Pale,Crisp Malt,base,grain,EBC,4.5,81.5,,,,4.5,150,11.3,,1.808,,100,,,,,,,52,,,UK,Golden ales and lagers,
96a97027-46fb-4661-b980-36c82858bb6b,Vienna Malt,Crisp Malt,base,grain,EBC,4.5,80,,,,10,,,,,,100,,,,,,,,,,UK,"Vienna lager, altbier, kellerbier, kolsch",
fcf2a75f-58ee-436b-9e43-be5023902675,Scottish Pale Ale Malt,Crisp Malt,base,grain,EBC,3.5,82,,,,7.5,140,10.3,,1.648,,100,,,,,,,48,,,UK,"Light, dark and strong milds, English ales, IPAs, stouts, porters, barley wines",
3c14a929-1438-4de7-b8be-aa08b76e6249,Scottish Extra Pale Ale Malt,Crisp Malt,base,grain,EBC,4.5,82,,,,4,145,10.3,,1.648,,100,,,,,,,48,,,UK,"Golden ales, blondes, lagers, pale ales",
1447565d-358e-490c-ba04-cc76cd3d78ea,Amber Malt,Crisp Malt,roasted,grain,EBC,2,73,,,,85,,,,,,5,,,,,,,,,,UK,"Old ales, mild ales, brown ales, bitters, dark ales",
8d38d710-79b9-432f-95fe-aae848ffc761,Brown Malt,Crisp Malt,roasted,grain,EBC,2,73,,,,150,,,,,,5,,,,,,,,,,UK,"Old ales, mild ales, brown ales, bitters, dark ales, porters",
6f681003-d243-4a35-b080-203ca0fdace5,Low Colour Chocolate Malt/,Crisp Malt,roasted,grain,EBC,2,72,,,,660,,,,,,5,,,,,,,,,,UK,"Stouts, porters, strong mild",
3cbf698d-b8d3-4186-ae37-49a41466256b,Chocolate Malt,Crisp Malt,roasted,grain,EBC,2,72,,,,1155,,,,,,5,,,,,,,,,,UK,"Stouts, porters, strong mild",
e6472009-9fcb-4aba-88ff-17ffc3e6b155,Extra Light Crystal Crystal 100,Crisp Malt,roasted,grain,EBC,5.5,72,,,,100,,,,,,10,,,,,,,,,,UK,"Milds, bitters, best bitters",
4fff7751-5d24-4454-85d8-2cc11fab450a,Light Crystal Crystal 150,Crisp Malt,roasted,grain,EBC,5,72,,,,150,,,,,,10,,,,,,,,,,UK,"Bitters, best bitters, milds",
a0b9a218-b21a-4d85-b9ff-98ebc2863b94,Medium Crystal Crystal 240,Crisp Malt,roasted,grain,EBC,3.5,71,,,,290,,,,,,10,,,,,,,,,,UK,"Best bitters, milds, porters (not stouts)",
7fb66225-7c6e-4ee5-9f57-3f9d87b9bf18,Dark Crystal Crystal 400,Crisp Malt,roasted,grain,EBC,3,71,,,,480,,,,,,10,,,,,,,,,,UK,"Ruby, porters",
95675ad9-fd6e-4839-9c15-c0a887da7409,Black Malt,Crisp Malt,roasted,grain,EBC,2,71,,,,1540,,,,,,3,,,,,,,,,,UK,"Porters, stouts",
0e14c8d1-46cf-4b32-a150-be4af54f9b4b,Roast Barley,Crisp Malt,roasted,grain,EBC,2,71,,,,1540,,,,,,5,,,,,,,,,,UK,Stouts,
37f955a4-164a-4064-b343-bb97d4a735f5,Crystal Rye Malt,Crisp Malt,roasted,grain,EBC,5,71,,,,440,,,,,,10,,,,,,,,,,UK,"Rye IPAs, rye pale ales, red ale, Roggenbier",
76362c91-eaab-4b5e-8a3f-9f90cec8c19f,Cara Gold Malt,Crisp Malt,roasted,grain,EBC,6.5,74,,,,18,,,,,,15,,,,,,,,,,UK,All beer styles (foam and mouthfeel),
762bb550-1f31-4009-a2a0-60c1ad100c03,Cara Malt,Crisp Malt,roasted,grain,EBC,6,73,,,,35,,,,,,15,,,,,,,,,,UK,All beer styles (foam and mouthfeel),
bd3e6abe-e0b7-4c12-85b3-44e8319d3b9c,Light Munich Malt,Crisp Malt,specialty,grain,EBC,4.5,79,,,,27.5,,,,,,100,,,,,,,,,,UK,"Marzen, maibock",
a7097fe3-0bb7-4065-8440-ee935ad3c412,Dark Munich Malt,Crisp Malt,specialty,grain,EBC,4.5,79,,,,50,,11.3,,1.808,,20,,,,,,,,,,UK,"Dunkel, bock, doppelbock",
239d884b-359a-44c9-8d55-defb23eab211,Dextrin Malt,Crisp Malt,specialty,grain,EBC,7,80,,,,3.3,,12.5,,2,,15,,,,,,,40,,,UK,Added as a foam and body enhancer,
7cfb65c1-c4e0-46be-b1b7-da7c3eb36b36,Wheat Malt,Crisp Malt,specialty,grain,EBC,6.5,84,,,,5.5,400,12.5,,2,,50,,,,,,,52,,,UK,"Hefeweizen, wheat beers, wit",
7b048399-d3ad-4152-bec6-6edb4365132f,Rye Malt,Crisp Malt,specialty,grain,EBC,6,86.5,,,,35,180,10,,1.6,,15,,,,,,,52,,,UK,"Rye IPAs, rye pale ales, red ale, Roggenbier",
02df0d4b-706c-46cd-921b-819e2f88f3de,Naked Oat Malt,Crisp Malt,specialty,grain,EBC,5.5,65,,,,7.8,1750,17,,2.72,,30,,,,,,,17,,,UK,"NEIPAs, oatmeal stout, oaty pale ales",
83db2c04-5d69-4469-a181-cf444f6971dd,Pilsner malt,DURST MALZ,base,grain,EBC,4.5,83,,2.3,,4,320,11.5,,1.84,,,180,,,,1.58,,,,,Germany,"Pilsner malt, made from choice 2-row spring malting barley",
89227659-4e67-4bc3-987a-11225d5deae2,Munich malt,DURST MALZ,base,grain,EBC,4.2,82,,2.6,,40,,12,,1.92,,,180,,,20,1.65,,,,,Germany,,
1a14146d-1a1d-4376-afff-1f044bf66408,Vienna malt,DURST MALZ,base,grain,EBC,4.2,82,,2.6,,9,,11.5,,1.84,,,180,,,20,1.53,,,,,Germany,,
5439c967-47a8-4b63-bf5d-0230e93219ee,Wheat malt ,DURST MALZ,base,grain,EBC,5,84,,2.5,,4,,12,,1.92,,,130,,,,2,,,,,Germany,,
b72b1d54-890a-4d95-8940-cb3089801a46,Pilsen MD™,Mouterij Dingemans,base,grain,EBC,4.5,80,,2.5,,3.5,230,11.5,4.7,1.84,,100,,,250,,1.6,,45,80,6.1,Belgium,All types of beer,
eee6bec0-ca7d-45b7-9aef-7791c45b2acc,Wheat MD™,Mouterij Dingemans,base,grain,EBC,6.5,83,,2.5,,3.5,,12.5,5.5,2,,70,,,,,1.95,,,,6.3,Belgium,"Wheat beers, Hefe – Weize, Light beers",
274e5791-96ae-4de3-ace6-6d82bb52fdc7,Pale Ale MD™,Mouterij Dingemans,base,grain,EBC,4.5,80,,2,,10,,12,5,1.92,,100,,,,,1.65,,50,75,6,Belgium,"Amber beers, Ales, Stout, Bock beers, Lagers",
d057030d-57c2-456a-823a-7cb80e65941c,Munich MD™,Mouterij Dingemans,base,grain,EBC,4.5,79.5,,2,,16.5,,12,5,1.92,,80,,,,,1.65,,50,75,5.9,Belgium,"Amber beers, Ales, Stout, Bock beers, Lagers",
1b05cb48-2958-4d7d-8f9c-d65f0745ebbb,Aromatic MD™ / Amber MD™,Mouterij Dingemans,base,grain,EBC,4.5,79,,,,60,,12,,1.92,,30,,,,,,,,,5.7,Belgium,"Trappist, Abbey, Amber beers, Ales, Bock beers",
7f50b6ea-61d2-4423-8522-bd8592862840,Aroma 100 MD™,Mouterij Dingemans,base,grain,EBC,4.5,77,,,,110,,12,,1.92,,20,,,,,,,,,5.7,Belgium,"Amber beers, Red Colored beer, Ales, Stout, Bock beers, Lagers",
7d73e048-edcd-41c2-9c7e-a057c8f52384,Aroma 150 MD™,Mouterij Dingemans,base,grain,EBC,4.5,77,,,,170,,12,,1.92,,20,,,,,,,,,5.7,Belgium,"Amber beers, Red Colored beer, Ales, Stout, Bock beers, Lagers",
211994fe-e3ae-4b8e-854f-b536ccce38db,Cara 20 MD™,Mouterij Dingemans,caramel,grain,EBC,9.5,75,,,,20,,12.5,,2,,30,,,,,,,,,5.7,Belgium,"Pale Ale, Golden Ale, Light beer, Pilsen",
c07663ec-ab07-4a05-8106-a7fad5e2088e,Cara 50 MD™,Mouterij Dingemans,caramel,grain,EBC,7.5,75,,,,50,,12.5,,2,,25,,,,,,,,,5.7,Belgium,"Belgian Abbey beers, Pale Ale, Golden Ale",
86f0fc89-d680-4d3b-91e7-cb4a5ff4970c,Cara 120 MD™,Mouterij Dingemans,caramel,grain,EBC,6,74,,,,120,,12.5,,2,,15,,,,,,,,,5.6,Belgium,"Belgian Abbey and Trappist beers, Pale Ale, Golden Ale",
79ac4587-efd1-43ee-8f5a-f291c8e36efb,Special B® MD™ ,Mouterij Dingemans,caramel,grain,EBC,5,72,,,,350,,12.5,,2,,10,,,,,,,,,5.5,Belgium,"Double Belgian Abbey and Trappist beers, Stout, Dark Al",
640e446a-da91-43c9-aa96-cf0e61adf241,Biscuit® MD™ ,Mouterij Dingemans,roasted,grain,EBC,4.5,75,,,,70,,12.5,,2,,15,,,,,,,,,6,Belgium,"All special beers, Belgian Abbey beers, Ales, bockbeers ",
21b93301-437b-4efa-9d6a-c43409202050,Mroost 900 MD™ (Chocolate) ,Mouterij Dingemans,roasted,grain,EBC,4.5,70,,,,1000,,12.5,,2,,5,,,,,,,,,6,Belgium,"Dark special beers, Double Abbey beer, Stout, Dark Ales, bock beers ",
3c14ce7c-605d-4180-83da-edc95523739e,Mroost 1400 MD™ (De-Bittered Black) ,Mouterij Dingemans,roasted,grain,EBC,4.5,70,,,,1400,,12.5,,2,,5,,,,,,,,,6,Belgium,"Dark special beers, Stout, Dark Ales, bock beers ",
0c72a0eb-3de1-47b8-b1b0-ef59cf597c89,Pealed roasted barley MD™,Mouterij Dingemans,roasted,grain,EBC,4.5,70,,,,1200,,12.5,,2,,5,,,,,,,,,6,Belgium,"Dark special beers, Stout, Dark Ales, bock beers ",
fa70a4e7-61e9-429f-ad4f-b2bff52970fa,Toasted wheat MD™ ,Mouterij Dingemans,roasted,grain,EBC,5,75,,,,30,,12.5,,2,,5,,,,,,,,,6,Belgium,"Dark special beers, Stout, Dark Ales, bock beers ",
d32e6249-4cd0-4c1f-b1cd-fecc156d50a1,Organic PILSEN MD™ ,Mouterij Dingemans,base,grain,EBC,4.5,80,,2.5,,3.5,230,11.5,4.7,1.84,,100,,,250,,1.6,,45,80,6.1,Belgium,All types of beer,
0b0b851e-b622-43f9-ad35-7f7a6ef2e2d1,Organic Ale MD™ ,Mouterij Dingemans,base,grain,EBC,4.5,80,,2,,10,,12,5,1.92,,100,,,,,1.65,,50,75,6,Belgium,"Amber beers, Ales, Stout, Bock beers, Lagers",
cf555c6d-f2a7-4132-bafc-5870a1c4664a,Organic Munich MD™ ,Mouterij Dingemans,base,grain,EBC,4.5,79.5,,2,,16.5,,12,5,1.92,,80,,,,,1.65,,50,75,5.9,Belgium,"Amber beers, Ales, Stout, Bock beers, Lagers",
c842b91e-7910-4616-bc6d-6bf6dea3389a,Organic Cara MD™ ,Mouterij Dingemans,caramel,grain,EBC,6,74,,,,120,,12.5,,2,,15,,,,,,,,,5.6,Belgium,"Belgian Abbey and Trappist beers, Pale Ale, Golden Ale",
4acfd8de-5f46-49b3-83eb-908330b6702d,Organic Biscuit® MD™ ,Mouterij Dingemans,roasted,grain,EBC,4.5,80,,2.5,,3.5,230,11.5,4.7,1.84,,15,,,250,,1.6,,45,80,6.1,Belgium,"All special beers, Belgian Abbey beers, Ales, bockbeers ",
5afc5e82-1457-4fd6-9d69-79cf521461a9,Organic Mroost MD™,Mouterij Dingemans,roasted,grain,EBC,4.5,70,,,,1400,,12.5,,2,,5,,,,,,,,,6,Belgium,"Dark special beers, Stout, Dark Ales, bock beers ",
65035bea-a573-42eb-8eb3-f9f86ee754a2,Pennypack Pils,Double Eagle Malt,base,grain,ASBC,,,,,,3.9,,,,,,,,,,,,,,,,US,Our traditional 2-Row pilsner malt is lightly kilned to produce beautiful flavors of dry crackled hay that evoke the fields from which it came. It is a versatile base malt that allows you to showcase any profile.,
f2b7d8cb-e17a-4956-8875-8ee74afda89a,Rustic Ale,Double Eagle Malt,base,grain,ASBC,,,,,,6.9,,,,,,,,,,,,,,,,US,"Pale Ale malt from 2-Row barley, Rustic is kilned slightly higher than commercial pales to improve flavor and body in finished products. The cereal, slightly nutty flavors are complex and aromatic.",
cec09d52-5d84-4022-b0a4-45218aa31cd1,Legacy Wheat,Double Eagle Malt,base,grain,ASBC,,,,,,4.9,,,,,,,,,,,,,,,,US,"Pale wheat malt made from Pennsylvania hard red winter wheat is a light, smooth malt. Adds a slightly sweet, cereal flavor, and promotes yeast activity and contributes mouthfeel and head retention.",
b059279f-5cc1-4d3d-b284-12a8af16604f,Heritage Rye,Double Eagle Malt,base,grain,ASBC,,,,,,9.9,,,,,,,,,,,,,,,,US,Pale rye malt made from Pennsylvania winter rye adds depth and a distinctive spiciness to any grain bill.,
20e3ffcc-1139-426a-b783-e6189ef49f3c,Pale Oat,Double Eagle Malt,base,grain,ASBC,,,,,,5.9,,,,,,,,,,,,,,,,US,"Delicious and rich due to its high lipid content, this beautiful pale malt originates from a farm in State College PA.",
514d6c06-2264-456e-a443-3d1adb9edd14,Vienna,Double Eagle Malt,base,grain,ASBC,,,,,,11.8,,,,,,,,,,,,,,,,US,This sweet 2-Row malt has flavors of lightly toasted bread and works well as a base malt or as an an addition to provide a rich aromatic malt profile.,
100ffd26-07b5-4b7a-94a1-ca15961697f7,Munich,Double Eagle Malt,base,grain,ASBC,,,,,,19.7,,,,,,,,,,,,,,,,US,"Our traditional 2-Row Munich delivers an amber color and flavors of chewy bread, light toast, and crackers. Adds a deep, slightly sweet malt character to any beer.",
7deba612-0cfc-4ff0-8f8b-2fcb0e234106,Aromunich,Double Eagle Malt,base,grain,ASBC,,,,,,78.8,,,,,,,,,,,,,,,,US,"A unique aromatic, dark Munich that adds light sweetness, deep cracker flavors and amber color without harsh roast taste. Available from 2-Row barley.",
b16c46ea-1600-44ca-b960-ccaf1d48fde4,Golden,Double Eagle Malt,base,grain,ASBC,,,,,,49.3,,,,,,,,,,,,,,,,US,"Lightly toasted traditional Munich. An excellent addition in moderation, it contributes body/depth and toasty bicuit flavors along with a beautiful copper color.",
8afe062f-448f-46c9-b5ae-e578c8155e7e,Dextrin,Double Eagle Malt,base,grain,ASBC,,,,,,23.6,,,,,,,,,,,,,,,,US,"Our 2-Row dextrin malt, made from barley grown on family farms in Pennsylvania and New Jersey, delivers a wonderful golden color and a touch of honey. Also improves body, mouthfeel and head retention.",
e390d29d-3d18-4d1d-a7b9-8ae5ca9b8d96,Caramel 70,Double Eagle Malt,caramel,grain,ASBC,,,,,,147.8,,,,,,,,,,,,,,,,US,Medium crystal malt contributes notes of toffee and toasted sugar. Available from 2-Row barley.,
9579d1c1-dffa-45c1-9f55-9e86308ddadc,Caramel Rye,Double Eagle Malt,caramel,grain,ASBC,,,,,,128.1,,,,,,,,,,,,,,,,US,Medium caramel made from winter rye grown on Pennsylvania family farms. Notes of dried plums and raisins. You can eat it like candy (no husk!). Inquire about availability.,
