ID,Name,Producer,Product ID,Type,Form,Species,End pH Min,End pH Max,Flavor/Aroma,Pitch,Pitch Temp ©,Tolerance (%),Attenuation Min (%),Attenuation Max (%),Flocculation (%),Temperature Min ©,Temperature Max ©,Best For,Description
d6cb09e8-6324-4d23-82ba-f869115b2f86,Kolsch Bier,GigaYeast,GY021,Ale,Liquid,,,,"Dry, Clean",,,,79,83,Medium High,16,22,"Kolsch, Pale Ale, Alt, India Pale Ale, Cream Ale, Amber"," From one of the oldest Kölsch breweries in Köln. Fermenting under 65˚F produces a very clean, crisp beer with a touch of ester. Perfect for Kölsch or any style where a dry, clean profile is desired. GY021 produces a moderate amount of sulfide that will dissipate completely."
2596dcbf-8625-40f1-b3b2-000271fcd24a,Kveik #1,GigaYeast,GY134,Kveik,Liquid,Saccharomyces cerevisiae,,,Citrus fruit,,,,74,78,Medium,27,38,"Pale Ale, IPA, NEIPA",A traditional Norwegian Kviek yeast that can be fermented at 85-100 F for fast fermentations and no off flavors. We have found a 15 P wort attenuates to 74% - 78% in as little as 48 hours at 90F. Subtle notes of citrus fruit make this yeast an excellent choice for clean hop-forward IPAs and Pale Ales with citrus hop additions 
2339e915-4fc2-4ab6-842e-87d26b9a637a,Norcal Ale #1,GigaYeast,GY001,Ale,Liquid,Saccharomyces cerevisiae,,,Neutral flavor profile creates a crisp beer and allows hops to shine,,,11,76,80,Medium,18,25,"Barley Wine, Pale Ale, Bitter, Scotch Ale, India Pale Ale, Stout","Clean Fermenting, versatile strain from one of the most famous California Pale Ales. Neutral flavor profile creates a crisp beer and allows hops to shine. Strong attenuator and good flocculation perfectly suited for a large variety of styles. Good choice for high gravity beers."
5b0b8a39-e44d-443f-ac13-fc4e7977653e,Norcal Ale #5,GigaYeast,GY029,Ale,Liquid,,,,Residual sweetness and a slight fruity nose,,,,69,73,Medium High,19,24,"Brown, Porter, Amber, Pale, Stout","More flocculent and less attenuative than GY001. Ferments more slowly and leaves a clear beer with residual sweetness and a slight fruity nose. Excellent for full bodied, malt forward beers."
d0c65bb9-0547-4ace-bad2-0fbfc00f8f86,Portland Hefe,GigaYeast,GY020,Ale,Liquid,Saccharomyces cerevisiae,,,Crisp brew with just a hint of banana and spice,,,23.0769,76,80,Very Low,18,23,"American Wheat Beer, Weizenbock, Dunkelweizen, Hefeweizen",Used to make a famous American Wheat Beer. Creates a clean tasting crisp brew with just a hint of banana and spice. Very low flocculation means a hazy beer true to the hefe style.
6dad6863-c3be-4d4a-a76f-12503e33b538,Quebec Abbey Ale,GigaYeast,GY077,Ale,Liquid,,,,Malt forward beer with subtle fruity esters and a very small amount of clove notes,,,,79,83,Medium,20,27,"Belgian Ale, Dubbel, Belgian Strong, Tripel, Biere De Garde",From one of the first breweries in North America to create a successful line of traditional Abbey style ales. This Belgian ale yeast creates a malt forward beer with subtle fruity esters and a very small amount of clove notes. Robust attenuation makes this yeast an excellent choice for low or high gravity beers where a slightly sweet malty finish is desired. Perfect for the Belgian Dubbel and Tripel styles.
244ee063-edba-4325-ba36-355a2ef978cc,Saison #1,GigaYeast,GY018,Ale,Liquid,,,,Pepper and fruit notes,,,,81,83,Low,18,27,"Saison, Farmhouse Ale, Belgian Ale, Biere De Garde",Traditional Saison yeast from a French craft brewery. Produces fragrant beer with pepper and fruit notes. Warmer fermentations create more intense flavors. Perfect for accentuating citrus and fruit flavors. High attenuation rates make a dryer beer than Saison #2.
a38c3b0f-c9b1-46de-80be-ecff77ef80de,Saison #2,GigaYeast,GY027,Ale,Liquid,,,,Fruity/spicy aroma ,,,,79,83,Low,18,27,"Saison, Farmhouse Ale, Belgian Ale, Biere De Garde",rom a traditional farmhouse Saison. Creates the fruity/spicy aroma traditional to the style. Warmer fermentation temps result in more intense flavor. Produces a tartness not found in most of our yeast and a slightly sweeter beer than GY018 (Saison #1).
2954d77e-8b5a-4754-89f4-169fc3e56c3f,Saison Blend,GigaYeast,GY047,Mixed-culture,Liquid,,,,"Fruit, spice",,,,80,83,Low,18,27,"Belgian, Witbier, Belgian Pale Ale",A blend of Saison yeast. This Blend is a super robust attenuator that produces a complex flavor profile of fruit and spice.
9f02b6d5-4c40-436e-a987-563ff33644e1,Saison Sour,GigaYeast,GB124,Mixed-culture,Liquid,,3.5,,Sour with fruity esters and black pepper,,,,78,,,20,27,"Sour Beer, Saison, Wild Specialty Beer, Flanders Red Ale, Oud Bruin, Lambic, Gueze, Fruit Lambic","Blend of Saison Ale Yeast and Lactic Acid Bacteria  14 days at 71 F in 1045 sweet wort, pH 5.6. Lactic Acid Bacteria are inhibited by hops, high gravity, and low temperatures. You can adjust sourness by increasing or decreasing these variables. More than 7 IBUs, gravity about 1050, or temps below 65 F, will increase the time to sour ro lead to reduced overall souring. Warmer fermentation temps will typically increase the esters and spicy phenolics of the saison ale yeast in this blend."
639d432a-4fcc-4048-9f02-6a83283e69c7,Scotch Ale #1,GigaYeast,GY044,Ale,Liquid,,,,"Neutral flavors, slight sweetness ",,,,80,82,Medium Low,18,24,"Scotch Ale, Pale, Wee Beavy, Brown, Porter, Stout","This is one sweet yeast. Neutral flavors emphasize the malt. Leaves a slight residual sweetness and body in high gravity beers perfect for malt forward styles like scotch ales, wee heavy, stouts and porters."
52e7fa35-b491-42e1-b2f0-39c8c455211e,Sour Cherry Funk,GigaYeast,GB150,Mixed-culture,Liquid,,3.3,,Creates a tart beer with cherry esters and complex flavors.,,,,51,89,,20,27,"Saison, Sour Beer, Brett Beer","Blend of 3 Brett strains and Lactic Acid Bacteria This blend creates an amazing complex, sour beer with fruity cherry esters. Fermenting in the presence of 7-10 IBUs will cause the fermentation to complete much more quickly but will slow the souring — expect to wait 3-4 months for significant souring. Fermenting with zero or less than 5 IBUs will allow souring to happen much faster (within two weeks) but will cause the fermentation to take up to 4 weeks to complete."
74a5acfb-22a0-44a7-94af-e839cfc09347,Sour Plum Belgian,GigaYeast,GB123,Mixed-culture,Liquid,,,,,,,,77,,,20,27,"Saison, Sour Beer, Lambic",Belgian ale yeast and lactic acid bacteria. Cleaner than GB121. Creates a beer with stone fruit/plum esters and sour notes.
ce875055-ad1f-4444-ab35-d09d8bd34509,Sweet Flemish Brett,GigaYeast,GY144,Ale,Liquid,Brettanomyces bruxellensis,5.3,,"roduces a sweet, slightly fruity profile.",,,10,84,85,Low,20,24,"Saison, Brett Beer, Sour Beer, IPAs and NEIPA","Brew with GB144 on its own in a primary fermentation or in a secondary to add character during aging.  **7 days at 71 F in 1045 sweet wort, Ph 5.5: **  Apparent Attenuation–83%"
216755f1-8e61-43c3-add8-5e7caeb90006,Tart Cherry Brett,GigaYeast,GB002,Ale,Liquid,Brettanomyces Bruxellensis,3.7,,Brett Barnyard funk plus stone fruit and cherry-like esters,,,10,70,85,Low,20,27,"Saison, Sour Beer, Lambic","Brettanomyces Bruxellensis This yeast is highly attenuative but tends to ferment about ½ as fast as a typical ale strain. Although it attenuates faster than GB001, it is typically best used in combination with faster fermenting yeast in the primary or added to the secondary to add complexity while aging."
9f98967a-18df-4432-be92-922ae25877c8,Vermont Ipa,GigaYeast,GY054,Ale,Liquid,Saccharomyces cerevisiae,,,Slight fruity ester that is amazing with aromatic hops.,,,11,78,82,Medium Low,17,24,"Imperial Pale Ale, American Wheat Beer, Pale Ale, Bitter, West Coast Amber, ESB",From one of the best examples of an east coast IPA. This yeast attenuates slightly less than NorCal Ale #1 and leaves a beer with more body and a slight fruity ester that is amazing with aromatic hops. Good choice for high gravity beers and hoppy styles. Broad temperature range and moderate flocculation make this yeast a versatile house strain.
d1a9eda5-64a8-4165-86d3-40ea9f7c128d,Barbarian,Imperial Yeast,A04,Ale,Liquid,Saccharomyces cerevisiae,,,,,,10,73,74,Medium,17,21,"American Pale Ale, Black IPA, White IPA, Imperial IPA, American Pale Ale, English IPA, Red IPA, Robust Porter, American Stout, Winter Seasonal Beer, American Barleywine, Imperial Stout, American Strong Ale, Wheatwine, Cream Ale, American Wheat Beer, Blonde Ale, American Amber Ale, American Brown Ale","Excellent yeast strain for any hop forward beers. Wonderfully suited for juicy, hazy New England IPAs. Commonly referred to as the conan yeast strain, it's ready to attack your IPA. Barbarian produces stone fruit esters that work great when paired with citrus hops. Barbarian will give you what you need for an exceptionally balanced IPA, leaving a nice round and full bodied mouthfeel."
8a620fb5-f285-4737-b33a-d78001d2136c,Bartleby,Imperial Yeast,A46,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,10,75,85,High,20,37,"IPA, Pale Ale, Stout, Porter, English Ale","Bartleby is a hornindal Kveik strain that is a great choice for anything from a traditional Norwegian farmhouse ale to a hazy IPA. When used on the high end of the temperature range, Bartleby will produce a lot of pineapple, apricot and peach aromas. The ability to run this yeast at higher fermentation temperatures along with its high flocculation properties make it a great strain for fast turnaround times. This strain is not a part of our core availability line up, please call or email for lead time and specifics."
8ee40c4d-93b1-4802-a6c3-c4244822402d,Cablecar,Imperial Yeast,L05,Lager,Liquid,,,,,,,10,71,75,Medium High,13,18,"California Common, Pre-Prohibition Lager, Bière de Garde, Cream Ale, Blonde Ale, American Lager, American Amber Lager, Helles, Vienna Lager, Schwarzbier, Baltic Porter, Czech Amber Lager, Czech Dark Lager, Mexican Lager","The classic strain for California Common style beers. Cablecar can produce clean pseudo lagers at ale temperatures but is also willing to work as a traditional lager strain down to the mid-50s. Not just limited to steam beers/California commons, this strain works well in a variety of fermentations, keeping flavor profiles clean and crisp."
3b69890c-e397-4013-ae51-dfa841e134f5,Citrus,Imperial Yeast,A20,Ale,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,10,74,78,Low,19,27,"Hazy IPA, American Pale Ale, Imperial IPA, Red IPA, White IPA, Red Ale, American Wheat Beer, Black IPA, Robust Porter, American Stout, Winter Seasonal Beer, American Barleywine, Imperial Stout, American Strong Ale, Wheatwine, Cream Ale, Blonde Ale","Wild saccharomyces yeast strain known to produce a huge citrus fruit ester profile. Citrus cranks out orange and lemon aromas along with some tropical fruit. Use this strain at high temps for big ester production. A wild saccharomyces strain, it will get a bit funky without the worries of a brettanomyces strain. Keep an eye on your fermentations, it does like to hit a false terminal and then slowly finish out the rest of fermentation. This strain tests positive for the STA1 gene via PCR analysis and is therefore considered to be Saccharomyces cerevisiae var. diastaticus"
2fe18984-c560-461b-b0ba-e6b726531d60,Darkness,Imperial Yeast,A10,Ale,Liquid,,,,,,,12,71,75,Medium,17,22,"Stout, Irish Dry, American Stout, American Barleywine, Black IPA, American Brown Ale, Robust Porter, Winter Seasonal Beer, Imperial Stout, American Strong Ale, Brown Porter, Stout, Sweet, Stout, Oatmeal, Stout, Foreign Extra, Stout, Tropical, British Strong Ale, Wee Heavy, Irish Red Ale, Red IPA, Red Ale, Wheatwine, English Mild, Extra Special Bitter, Bitter, English IPA, Scottish Ale, English Barleywine, Old Ale, American IPA, American Pale Ale, Imperial IPA","Brewers love this yeast strain for dark beers. Its high alcohol tolerance make it a go-to for big beers. A beautiful strain for stout, porter, brown, and amber ales. Darkness produces a unique character that matches up perfectly with roasted and caramel malts. This strain is alcohol tolerant, so don't hesitate to throw high gravity worts its way."
f4230d3f-e872-4baf-9a0e-c05404615589,Dieter,Imperial Yeast,G03,Ale,Liquid,,,,,,,10,73,77,Medium,16,21,"Kolsch, Altbier, Gose, Bière de Garde, American IPA, Cream Ale, American Pale Ale, Berliner Weisse","Traditional Kolsch yeast strain, fairly flocculent and versatile. Dieter is a clean, crisp, traditional German Kolsch strain. A very low ester profile makes this strain perfect for Kolsch, Alt and other light colored delicate beers. Dieter has better flocculation characteristics than most Kolsch strains which allow brewers to produce clean, bright beers in a shorter amount of time."
2bfc6d2a-c56a-485e-98e8-8336af23ae6c,Dry Hop,Imperial Yeast,A24,Ale,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,10,74,78,Medium,18,23,"Hazy IPA, American IPA, American Pale Ale, Imperial IPA, White IPA, Red IPA, Red Ale, Pale Ale, English IPA, Black IPA, Robust Porter, American Stout, Winter Seasonal Beer, American Barleywine, Imperial Stout, American Strong Ale, Wheatwine, Cream Ale, American Wheat Beer, Blonde Ale","A blend of two highly popular yeast strains, well suited for hop forward beers. Dry Hop is a blend of A20 Citrus and A04 Barbarian. When this blend goes to work on your hoppy beer, the hop aroma blows up. The combination of these strains produces amazing aromas of citrus, peach, and apricot that will accentuate your IPA, pale ale, and any other hop-driven beer. This blend contains a strain that tests positive for the STA1 gene via PCR analysis and is therefore considered to be Saccharomyces cerevisiae var. diastaticus."
c2a0b1ba-4d4d-467c-a11e-7556977ff55d,Flagship,Imperial Yeast,A07,Ale,Liquid,Saccharomyces cerevisiae,,,,,,12,73,77,Medium Low,16,22,"American IPA, American Pale Ale, American Stout, Stout, Tropical, Cream Ale, American Wheat Beer, Imperial IPA, Blonde Ale, American Amber Ale, American Brown Ale, California Common, Black IPA, Irish Red Ale, Wee Heavy, Hazy IPA, British Strong Ale, Red IPA, English Barleywine, White IPA, Red Ale, Robust Porter, Winter Seasonal Beer, American Barleywine, Imperial Stout, American Strong Ale, Wheatwine, Berliner Weisse, Gose, Pale Ale, Stout, Irish Dry, Brown Porter, English IPA, Scottish Ale, Stout, Sweet, Stout, Oatmeal, Old Ale, Stout, Foreign Extra, Bière de Garde","Commonly referred to as chico"" this yeast is a craft brewing standard. This strain is the go-to for craft brewers, highly popular- this strain performs well at standard ale temperatures but can be used in the low 60s to produce exceptionally crisp ales. Flocculation is in the middle of the road and will typically require filtration or fining to achieve crystal clear beers."
c904fffb-2303-4b22-88b7-ae0da971403c,Global,Imperial Yeast,L13,Lager,Liquid,,,,,,,10,73,77,Medium Low,8,13,"German Pils, Pre-Prohibition Lager, Dortmunder Export, Helles, Vienna Lager, American Amber Lager, Schwarzbier, Rauchbier, Maibock, Marzen, Doppelbock, Eisbock, American Lager, Czech Pilsner, Czech Amber Lager, Czech Dark Lager, Dunkels, Bock, Baltic Porter, Bière de Garde","Wildly popular lager strain, produces a classic lager profile. The world's most popular lager strain is ready for you. Global is an all-around solid lager strain that produces clean, bright and crispy lager beers with a very low ester profile. This strain is extremely powdery, so long lagering times or filtration is required for bright beer."
79189c0b-8459-45f1-b1a8-ac084e53eea7,Gnome,Imperial Yeast,B45,Ale,Liquid,,,,,,,12,74,78,Medium,18,25,"Belgian IPA, Belgian Pale Ale, Blonde Ale, Trappist Single, Witbier, Bière de Garde, Saison, Belgian Golden Strong Ale, Belgian Dark Strong Ale, Belgian Dubbel, Belgian Tripel, Belgian Quad","Versatile and unique Belgian ale yeast, excellent choice for Belgian pale ales or IPAs. Gnome is the yeast for brewing Belgian inspired beers in a hurry. This strain is extremely flocculent and drops out of the beer quickly after fermentation. Gnome produces a nice phenolic character that plays nicely with hops, as well as with caramel and toffee malt flavors. Great for Belgian ales that need to be crystal clear without filtration. Highly versatile, use Gnome in an array of Belgian beers."
158ca5f4-441f-42a0-9f2f-960c7c6fc9b3,Harvest,Imperial Yeast,L17,Lager,Liquid,,,,,,,10,70,74,Medium,10,16,"Helles, Dunkels, Bock, Vienna Lager, Doppelbock, German Pils, Pre-Prohibition Lager, Schwarzbier, Rauchbier, Dortmunder Export, Maibock, Marzen, American Amber Lager, Eisbock, American Lager, Czech Pilsner, Czech Amber Lager, Czech Dark Lager, Mexican Lager, Baltic Porter, Bière de Garde","Brewers love this lager yeast strain for its versatility; it will impress you with it's ability to ferment pretty much any lager style you throw at it. This great lager strain combines good flocculation characteristics with low sulfur and low diacetyl. Clean fermentations produce amazing bock, Helles, pilsner, dunkles, and just about any other lager style you throw its way. Fantastic choice for a house lager strain."
93261032-a080-4718-8d07-5b76f502d841,House,Imperial Yeast,A01,Ale,Liquid,,,,,,,10,73,75,High,17,21,"English IPA, Extra Special Bitter, Pale Ale, English Mild, Bitter, Stout, Sweet, Brown Porter, Irish Red Ale, Stout, Oatmeal, Stout, Tropical, British Strong Ale, English Barleywine, Old Ale, Stout, Foreign Extra, American IPA, Black IPA, American Pale Ale, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, Imperial IPA, American Barleywine, Imperial Stout, American Strong Ale, Wheatwine, Stout, Irish Dry, Scottish Ale, Wee Heavy, Cream Ale, American Wheat Beer, Blonde Ale, American Amber Ale, American Brown Ale, Hazy IPA, White IPA, California Common","Extremely versatile English ale strain, allowing both malt and hops to shine. The best of both worlds, House is clean and allows malt and hops to shine. This strain is extremely versatile and flocculent enough to drop out of the beer quickly. Best strain choice for any and all English inspired recipes however, does extremely well in hopped up American styles too. House is clean at cold temperatures with increased esters as fermentation temperatures rise."
5a1b123f-32c2-4d7e-bf75-a3ff2ec10596,Independence,Imperial Yeast,A15,Ale,Liquid,Saccharomyces cerevisiae,,,,,,12,72,76,Medium,16,22,"American IPA, American Pale Ale, Blonde Ale, Stout, Sweet, Stout, Oatmeal, Cream Ale, California Common, American Amber Ale, American Brown Ale, Black IPA, Hazy IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, Imperial IPA, American Barleywine, Irish Red Ale, Imperial Stout, American Strong Ale, Wheatwine, English Mild, Extra Special Bitter, Bitter, Pale Ale, Stout, Irish Dry, Brown Porter, English IPA, Scottish Ale, Stout, Tropical, British Strong Ale, English Barleywine, Old Ale, Stout, Foreign Extra, Wee Heavy, American Wheat Beer, White IPA","American ale yeast strain, slightly ester forward and loves to play with hops. Independence is the strain for bringing some new character into your hop-driven beers. Higher in esters than Flagship, this yeast will give some fruit character that will take your hoppy beers to a new level. While it shines in pale ales and IPAs, Independence is a great all-around strain and will also work well in stouts and English ales."
477cc1bf-5983-49d3-a69c-c913436e85aa,Joystick,Imperial Yeast,A18,Ale,Liquid,Saccharomyces cerevisae,,,,,,12,73,77,Medium High,16,21,"American Barleywine, American Strong Ale, Robust Porter, Imperial Stout, American Stout, American Amber Ale, American Brown Ale, Black IPA, Red Ale, Winter Seasonal Beer, California Common, Wheatwine, English Mild, Extra Special Bitter, American Pale Ale, Stout, Irish Dry, Cream Ale, American Wheat Beer, Blonde Ale, American IPA, Hazy IPA, Red IPA, Imperial IPA, Altbier","Clean American brewing yeast strain. Excellent choice for big, high alcohol, hoppy beers. This strain is a fast mover and can be used at the low end of the ale fermentation spectrum to keep it clean. Joystick is a great choice for big, high alcohol, malt forward beers but will shine just as well in a hoppy double IPA."
76b369b9-c667-4860-9e95-fea07d6beccb,Juice,Imperial Yeast,A38,Ale,Liquid,Saccharomyces cerevisiae,,,,,,10,72,76,Medium,18,23,"Hazy IPA, American IPA, American Stout, English IPA, Extra Special Bitter, Bitter, Pale Ale, Stout, Irish Dry, Brown Porter, Stout, Oatmeal, Black IPA, Red IPA, White IPA, American Pale Ale, Red Ale, Robust Porter, Winter Seasonal Beer, Imperial IPA, American Barleywine, Imperial Stout, American Strong Ale, Wheatwine, English Mild, Irish Red Ale, Stout, Tropical, Cream Ale, American Wheat Beer, Blonde Ale, California Common, American Amber Ale, American Brown Ale","The go-to for juicy, hazy, NE IPAs. Hardly a one-trick pony, it can also be a great choice as a house ale strain. Juicy. Fruity. Juice is the go-to strain for hazy, juicy New England style IPAs. The ester profile of Juice brings out the aromas and flavors of the new school hops and creates a beer that is greater than the sum of its parts. Resulting in a beer that is at once round in mouthfeel but retains a nice sharp citrus edge. Keep an eye on this strain, it likes to move to the top of fermentation and will climb out the fermenter if too full. This strain has demonstrated the need for higher wort dissolved oxygen (DO) levels than most ale strains. Target 20-25 ppm DO or set the oxygen regulator flow to 50 higher than normal."
a8053661-6a16-4b2e-9c36-7b582f3f8c34,Kaiser,Imperial Yeast,G02,Ale,Liquid,,,,,,,10,73,77,Low,13,18,"Altbier, Kolsch, Berliner Weisse, Gose, Bière de Garde, Blonde Ale, Pale Ale, American IPA","Traditional Alt yeast strain however, this German ale strain can do just about anything. Kaiser is ready to produce an array of German-style beers. It will keep the beer clean and allow the delicate malt flavors and aromas to shine through. Characteristics of this strain make it a good choice for traditional Berliner Weisse fermentations. Kaiser is a low flocking strain, so expect long clarification times, but very low diacetyl levels."
29cbe25d-3988-44b4-9c45-438b01c9cbc3,Kveiking,Imperial Yeast,A44,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,12,75,85,Low,24,36,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","Blend of 3 kveik strains conquers wort, leaving tropical fruit flavors in its wake. Kveiking [Kuh-vahy-king] noun: A blend of three Kveik strains that can produce an insane amount of pineapple, guava and other exotic tropical fruit aromas. verb: Hopefully not an Old Norse term for an activity we should not be promoting. The Kveiking blend thrives in hot fermentations when big complex ester profiles are desired. A low pitch rate can be used to drive these aromatics even higher but the brewer should ensure this low pitch rate can be combined with a continuously high fermentation temperature. If the temperature drops too low, the corresponding level of attenuation can be low, with high terminal gravities. This blend contains flocculent and non-flocculent yeast strains, therefore the clarity of the final beers produced can be variable. Use this blend for anything from new school hazy IPAs to traditional Norwegian farmhouse brews. The Kveiking blend also works well when fermenting kettle soured worts for a strong tropical fruit character."
d94ede78-78f5-467f-8206-136351a314d9,Loki,Imperial Yeast,A43,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,10,75,85,Medium High,18,38,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","Norwegian Voss Kveik Strain. Highly versatile, can be used in a wide variety of beer styles. A traditional Norwegian Kveik strain that has an extremely wide fermentation temperature range. This strain has been traditionally used in Norwegian farmhouse style beers however, due to it's fermentation temp range can be used in a variety of beers from pseudo lagers, Belgian inspired, and hop forward beers. The possibilities seem endless when fermenting with Loki. On the cool end of the range Loki is super clean; producing little to no esters. On the high end of the fermentation range, 85-95F, it tends to produce a huge fruit ester profile."
557ec747-9968-4023-b2e3-9b7ce4221147,Napoleon,Imperial Yeast,B64,Ale,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,12,77,83,Low,18,26,Saison,"Classic strain to produce French Saison where a balance of fruit esters and spicy phenols are necessary. This yeast is an insane wort attenuator. Napoleon will destroy the sugars in your saison and farmhouse beers - even the ones in which most brewer's strains have no interest. When all is said and done, Napoleon produces very dry, crisp beers with nice citrus aromas balanced by subtle black pepper phenols. Yeast settling times can be long, usually requiring filtration for bright beers. This strain tests positive for the STA1 gene via PCR analysis and is therefore considered to be Saccharomyces cerevisiae var. diastaticus"
ba6b9435-819b-4f31-b1c6-31b292c66755,POG,Imperial Yeast,A37,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,10,75,85,High,29,38,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","Single isolate kveik known to produce huge tropical ester profile. After years of surviving in cold climates, this Kveik yeast is ready for the tropical lifestyle. When used at high temperatures, POG produces an extreme amount of tropical fruit aromas including pineapple and guava. At the lower end of the range, more delicate citrus, peach and kiwi aromas are noticeable. The beer style options are expansive for this yeast. Use it in a hazy/juicy IPA to complement the hops or use it in a sour fruited beer to maximize the extreme aromatics. POG likes to work fast at high fermentation temperatures. It is also strongly flocculent, which makes it great for a fast turnaround. This strain has demonstrated the need for higher wort dissolved oxygen (DO) levels than most ale strains. Target 20 ppm DO or set the oxygen regulator flow to ~50 higher than normal."
e0615434-973e-4088-b4c5-270c1b6dcd46,Pub,Imperial Yeast,A09,Ale,Liquid,Saccharomyces cerevisiae,,,,,,10,64,70,Very High,21,23,"Extra Special Bitter, English IPA, English Mild, Bitter, Old Ale, Winter Seasonal Beer, American Pale Ale, Stout, Irish Dry, Brown Porter, Irish Red Ale, Stout, Oatmeal, British Strong Ale, English Barleywine, Cream Ale, American Wheat Beer, Blonde Ale, California Common, American Amber Ale, American Brown Ale, American IPA, Black IPA, Hazy IPA, Red Ale, American Pale Ale, Robust Porter, American Stout, Winter Seasonal Beer, Imperial IPA, American Barleywine, Imperial Stout, American Strong Ale, Wheatwine","Beloved and highly flocculent British ale strain. Well suited for a variety of beer styles. Brewers swear by this strain to achieve super bright ales in a short amount of time. One of the most flocculent brewer's strains around, Pub will rip through fermentation and then drop out of the beer quickly. Pub produces higher levels of esters than most domestic ale strains, making it an excellent choice for when balance between malt and yeast derived esters is necessary. Be sure to give beers made with Pub a sufficient diacetyl rest."
0befd061-3c2d-47b3-b94e-380851cd846c,Rustic,Imperial Yeast,B56,Ale,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,12,72,76,Medium,20,27,"Saison, Blonde Ale, Bière de Garde","Fantastic choice for a Belgian saison or farmhouse beer. This unique yeast can be used in your saison, farmhouse ale, or other Belgian styles where high ester levels are important. Rustic typically produces a lot of bubblegum and fruity/juicy aromas that compliment complex maltiness. Balanced by a light clove phenol profile, Rustic produces lovely flavor profiles indicative of those classic Belgain styles known and loved. This strain tests positive for the STA1 gene via PCR analysis and is therefore considered to be Saccharomyces cerevisiae var. diastaticus"
2880359c-7cf6-4c31-99b3-30da8bab2b98,Sour Batch Kidz,Imperial Yeast,F08,Hybrid,Liquid,"Brettanomyces, Lactobacillus, Saccharomyces cerevisiae var. diastaticus",,,,,,12,80,95,Low,20,24,"Flanders Red Ale, Lambic, Oud Bruin, Gueuze","An exclusive funky blend containing a low attenuating Belgian saison yeast, Lacto, and three Brett yeast strains. This blend is great for emulating lambics, Flanders reds, sour farmhouse ales and any other brew you would like to funk up. Keep your IBU's under 3 to allow the lacto to work. Considering the components of this blend, allow for a long conditioning period of at least 6 months to really let the brett strains to shine. This blend contains a strain that tests positive for the STA1 gene via PCR analysis and is therefore considered to be Saccharomyces cerevisiae var. diastaticus."
61a62ff3-b14d-43dc-ac97-cfad27e0d9dd,Stefon,Imperial Yeast,G01,Ale,Liquid,Saccharomyces cerevisiae,,,,,,10,73,77,Low,17,23,"Hefeweize, Weissbier, Weizenbock, Roggenbier","Brewers love this traditional hefeweizen strain for any of their weizen beer needs! This is a traditional German hefeweizen strain used to produce world-class Weizen beers. Balanced with mild clove and prominent banana esters, this strain will produce amazing beers. Stefon produces a slightly higher level of acidity to give your beer a super crisp finish. Slightly underpitching will help increase the banana character."
21d20923-9e7f-435a-8875-099414ea7580,Suburban Brett,Imperial Yeast,W15,Brett,Liquid,Brettanomyces,,,,,,12,75,80,Low,18,23,"Brett Beer, Flanders Red Ale, Lambic, Gueuze, Oud Bruin, Old Ale","Proprietary to Imperial, this brettanomyces strain produces lovely pie cherry and tropical aromas. Suburban Brett really shines when used in wood barrels and will produce complex and balanced aromas of sour cherry, dried fruit and balanced by a unique tropical fruit profile. It can be used for as a primary strain for brett only beers as well as a secondary aging strain. Maturation times tend to be on the quicker side for brett fermentations."
