ID,Type,Style,Name,OG Low,OG High,OG Plato Low,OG Plato High,FG Low,FG High,FG Plato Low,FG Plato High,Alcohol by Weight Low (%),Alcohol by Weight High (%),Volume Low (%),Volume High (%),Bitterness Low (IBU) ,Bitterness High (IBU) ,Color Low SRM,Color High SRM,Color Low EBC,Color High EBC,Color,Clarity,Perceived Malt Aroma & Flavor,Perceived Hop Aroma & Flavor,Perceived Bitterness,Fermentation Characteristics,Body,Additional notes
0E728CBC-8A1A-4549-BE29-0A30EAB797E8,Ale,North American Origin Ale Styles,Imperial Red Ale,1.08,1.1,19.3,23.7,1.02,1.028,5.1,7.1,6.3,8.4,8,10.6,55,85,10,17,20,34,Deep amber to dark copper/reddish-brown,Chill haze is acceptable at low temperatures,Medium to high caramel malt character is present in aroma and ﬂavor,"High, derived from any variety of hops. Hop ﬂavor is prominent and balanced with other beer attributes.",Very high,Very high alcohol is a hallmark of this style. Complex alcohol ﬂavors may be present. Fruity esters are medium. Diacetyl should not be present.,Full,
FC0CE7B5-91DD-440F-A6C2-4B8EB999D827,Ale,North American Origin Ale Styles,American-Style Imperial or Double India Pale Ale,1.07,1.1,17.1,23.7,1.012,1.02,3.1,5.1,6,8.4,7.6,10.6,65,100,2,9,4,18,Straw to medium amber,Chill haze is acceptable at low temperatures. Haze created by dry hopping is allowable at any temperature.,Low to medium pale malt character is typical. Low pale caramel malt character may be present.,"Hop aroma and ﬂavor is very high. Hop character should be fresh and evident, derived from any variety of hops. Hop ﬂavor should not be harsh.",Very high but not harsh,Alcohol content is medium-high to high and evident. Fruity esters are medium to high. Diacetyl should not be present.,Medium to full,"This style of beer should exhibit the fresh character of hops. Oxidized or aged character should not be present. Versions of this style brewed with darker malts, non-traditional ale yeasts, fruits, spices or other flavorings are categorized as Experimental India Pale Ales."
18167D77-7BD7-44C8-9B5A-AB96E5F2FFC0,Ale,North American Origin Ale Styles,Juicy or Hazy Imperial or Double India Pale Ale,1.07,1.1,17.1,23.7,1.012,1.024,3.1,6,6,8.4,7.6,10.6,45,80,3,7,6,14,Straw to light amber,"Low to very high degree of cloudiness is typical of these beers. Starch, yeast, hop, protein and/or other compounds contribute to a wide range of hazy appearance within this category.",Low to high malt aroma and flavor may be present,"High to very high hop aroma and flavor are present, with attributes typical of hops from any origin.","Low to medium. The impression of bitterness is soft and well-integrated into overall balance, and may differ significantly from measured or calculated IBU levels.","Medium-high to high fruity esters are present, and can contribute to the perception of sweetness and be complementary to the hop profile. Diacetyl should not be present.",Medium to high. A silky or full mouthfeel may contribute to overall flavor profile.,"Grist may include oats, wheat or other adjuncts to promote haziness. The term “juicy” is frequently used to describe taste and aroma hop-derived attributes often present in these beers which result from late, often very large, additions of hops. A juicy character is not required, however. Other hop-derived attributes such as citrus, pine, spice, floral or others may be present with or without the presence of juicy attributes. Versions of this style brewed with darker malts, non-traditional ale yeasts, fruits, spices or other flavorings are categorized as Experimental India Pale Ales."
46A3F5D7-9F67-4EDA-943C-047230016038,Ale,North American Origin Ale Styles,American-Style Barley Wine Ale,1.09,1.12,21.6,28,1.024,1.028,6.1,7.1,6.7,9.6,8.5,12.2,60,100,11,18,22,36,Amber to deep red/copper-garnet,Chill haze is acceptable at low temperatures,"Caramel and/or toffee malt aromas are often present. High residual malty sweetness, often with caramel and/or toffee ﬂavors, should be present.","Medium to very high. American hop varieties are often used, but are not required for this style.",High,Complex alcohols are evident. Fruity esters are often high. Diacetyl is usually absent in these beers but may be present at very low levels.,Full,"Vinous, sherry-like or port-like attributes arising from oxidation may be considered positive when in harmony with overall flavor profile."
79586B62-3985-4532-B1FC-153EC9C4F106,Ale,North American Origin Ale Styles,American-Style Wheat Wine Ale,1.088,1.12,21.1,28,1.024,1.032,6.1,8,6.7,9.6,8.5,12.2,45,85,5,,10,,Gold to black,Chill haze is acceptable at low temperatures,"Bread, wheat, honey and/or caramel malt aromas and flavors are often present. High residual malt sweetness should be present.",Low to medium,Medium to medium-high,"Fruity esters are often high and balanced by a complexity of alcohols and high alcohol content. Diacetyl is usually absent in these beers but may be present at very low levels. Phenolic yeast character, sulfur, and/or DMS should not be present. Oxidized, stale and aged attributes are not typical of this style.",Full,This style is brewed with at least 50% wheat malt.
4DB7845F-06FC-4D10-8C0F-A55D14C36A45,Ale,North American Origin Ale Styles,Smoke Porter,1.05,1.065,12.4,15.9,1.01,1.018,2.6,4.6,4,7,5.1,8.9,20,40,20,,40,,Dark brown to black,Opaque,"Smoked porters will exhibit mild to assertive smoke malt aroma and flavor in balance with other aroma attributes. Black malt character can be present in some porters, while others may be absent of strong roast character. Roast barley character is absent to low depending on underlying porter style being smoked. Medium to high malt sweetness, and caramel and chocolate flavors, are acceptable.",None to medium,Medium to medium-high,Low to medium fruity esters are acceptable,Medium to full,"When using these guidelines as the basis for evaluating entries at competitions, brewers may be asked to provide supplemental information about entries in this category to allow for accurate evaluation of diverse entries. Such information should include the traditional style of porter as well as the wood type used as a smoke source (e.g. “alder smoked brown porter”)."
551026E6-C063-45C0-830A-AF69EB2C784B,Ale,North American Origin Ale Styles,American-Style Sour Ale,,,,,,,,,,,,,,,,,,,Pale to black,"Chill haze, bacteria and yeast-induced haze is acceptable at any temperature.","Low. In darker versions, roasted malt, caramel and chocolate aromas and flavors should be present at low levels.",Low to high,Low to high,"Moderate to intense, yet balanced, fruity esters are present. Diacetyl, DMS and Brettanomyces should not be present. The evolution of natural acidity develops a balanced complexity. The acidity present is usually in the form of lactic, acetic and other organic acids naturally developed with acidiﬁed malt in the mash or in kettle or post wort fermentation and is produced by various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and attributes of age. There should be no residual ﬂavors from liquids previously aged in a barrel such as bourbon or sherry. Wood vessels may be used during the fermentation and aging process, but wood-derived ﬂavors such as vanillin should not be present.",Low to high,Beers exhibiting wood-derived characters or characters of liquids previously aged in wood are categorized as Wood-Aged Sour Beer.
61AA334A-2491-44D8-A18C-5B277F2B287F,Ale,North American Origin Ale Styles,American-Style Fruited Sour Ale,,,,,,,,,,,,,,,,,,,Can range from pale to black depending on underlying beer style and is often influenced by the color of added fruit,"Chill haze, bacteria and yeast-induced haze is acceptable at any temperature.","Low. In darker versions, roasted malt, caramel and/or chocolate aromas and flavors should be present at low levels.",Low to High,Low to high and in balance with fruit character,"Moderate to intense, yet balanced, fruity esters are present. Diacetyl, DMS and Brettanomyces should not be present. The evolution of natural acidity develops a balanced complexity. The acidity present is usually in the form of lactic, acetic and other organic acids naturally developed with acidiﬁed malt in the mash or in kettle or post wort fermentation and is produced by various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and attributes of age. There should be no residual ﬂavors from liquids previously aged in a barrel such as bourbon or sherry. Wood vessels may be used during the fermentation and aging process, but wood-derived ﬂavors such as vanillin should not be present.",Low to High,"Fruit aromas, ranging from subtle to intense, should be present. Fruit or fruit extracts, used as an adjunct in either the mash, kettle, primary or secondary fermentation, provide harmonious fruit character ranging from subtle to intense. Beers exhibiting wood-derived attributes or evidence of liquids previously aged in wood are categorized as Fruited Wood-Aged Sour Beer."
C5556958-443E-4F8C-96AF-3F103C3BE160,Ale,German Origin Ale Styles,German-Style Koelsch,1.042,1.048,10.5,11.9,1.006,1.01,1.5,2.6,3.8,4.2,4.8,5.3,22,30,3,6,6,12,Straw to gold,Chill haze should not be present,Malt character is very low to low with soft sweetness. Caramel character should not be present.,"Low, and if present, should express noble hop character.",Medium to medium-high,"Fruity esters are absent to low, expressed as pear, apple or wine-like attributes when present. Diacetyl should not be present.",Low to medium-low. Dry and crisp.,"Traditional examples often display persistent head retention. Small amounts of wheat can be used in brewing beers of this style. Koelsch-style beers are fermented at warmer temperatures than is typical for lagers, but at lower temperatures than most English and Belgian-style ales. They are aged cold. Ale yeast is used for fermentation. Lager yeast is sometimes used for bottle conditioning or ﬁnal cold conditioning."
CC8D3B63-0C4E-4B6D-A47F-F17400473FAA,Ale,German Origin Ale Styles,German-Style Altbier,1.044,1.052,11,0.9,1.008,1.014,2.1,3.6,3.6,4.4,4.6,5.6,25,52,11,19,22,38,Copper to dark brown,Clear to slightly hazy. Chill haze should not be present,A variety of malts contributes to medium-low to medium malt aroma and flavor. Toast aroma typical of Munich malts should be present. Slight nuttiness is acceptable. Roast malt character should be present at low levels and well-integrated with the overall malt profile. Smoke character should not be present.,"Low to medium with hop flavor more perceptible than aroma, with attributes typical of traditional German noble hops.","Medium to high, producing a clean dry finish. Forty-plus IBU is typical for Altbiers originating in Dusseldorf.","Fruity esters are absent to low, with attributes expressed subtly as citrus, pear, dark cherry or plum. A slight sulphur aroma is acceptable. Diacetyl should not be present.",Medium-low to medium.,"The Altbier style is originally from the Dusseldorf area. The overall impression is clean, crisp and ﬂavorful with a dry ﬁnish."
51A69181-6007-4C1C-BA93-8F02AC4A5B8F,Ale,German Origin Ale Styles,Berliner-Style Weisse,1.028,1.044,7.1,11,1.004,1.006,1,1.5,2.2,4,2.8,5,3,6,2,4,4,8,Straw to pale. These are the lightest of all the German wheat beers.,May appear hazy or cloudy from yeast or chill haze,Malt sweetness is absent,Not present,Not present to very low,"Fruity esters are low to medium. Diacetyl should not be present. Brettanomyces character may be absent or present at low to medium levels, and if present may be expressed as horsey, goaty, leathery, phenolic, fruity and/or acidic aromas and flavors. The unique combination of yeast and lactic acid bacteria fermentation yields a beer that is acidic and highly attenuated.",Very low,"Carbonation is high. Traditionally, some Berliners were brewed or served with fruit, spices or syrups. Some more contemporary versions have been brewed with other ingredients such as darker malts. Any such versions will take on corresponding hues, and may exhibit flavor and aroma attributes typical of such ingredients."
E6BED0FE-EAAC-47C7-A0A9-F742319BD6C5,Ale,German Origin Ale Styles,Leipzig-Style Gose,1.036,1.056,9,8,1.008,1.012,2.1,3.1,3.5,4.3,4.4,5.4,5,15,2,7,4,14,Straw to light amber,Clear to hazy. Haze may or may not be from yeast.,Malt sweetness and attributes are not present to very low,Not present,Not present to low,"Medium to high lactic acid character should be present and expressed as a sharp, refreshing sourness. These beers are not excessively aged.",Low to medium-low,"These beers typically contain malted barley and unmalted wheat, with some versions also containing oats. Salt (table salt) and coriander may be present in low amounts or may be absent. Carbonation is high to very high. Effervescent."
0BD5A131-4877-41E7-8353-F377318DC700,Ale,German Origin Ale Styles,Contemporary-Style Gose,1.036,1.056,9,8,1.008,1.012,2.1,3.1,3.5,4.3,4.4,5.4,5,30,3,9,6,18,Usually straw to medium amber and can take on the color of added fruits or other ingredients such as darker malts.,Clear to hazy. Haze may or may not result from yeast,Malt aroma and flavor is not present to very low,Very low to low,Not present to medium,"Horsey, leathery or earthy aromas contributed by Brettanomyces yeasts may be present but at low levels as these beers do not undergo prolonged aging. Contemporary Gose may be fermented with pure beer yeast strains, or with yeast mixed with bacteria. Alternatively, they may be spontaneously fermented. Low to medium lactic acid character is present in all examples expressed as a sharp, refreshing sourness.",Low to medium-low,"These beers may be brewed with malted barley, wheat and oats and unmalted barley, wheat, and oats; contemporary examples may also contain other grains. As in traditional examples, low level salt (table salt) and coriander additions may or may not be present in Contemporary Gose. Attributes from the use of a wide variety of herbs, spices, ﬂowers, fruits or other ingredients not found in traditional Leipzig-Style Gose may also be present and in harmony with overall flavor profile."
787A55B9-7218-4BE1-BDDE-ED4EFA3FD3C3,Ale,German Origin Ale Styles,South German-Style Hefeweizen,1.047,1.056,11.7,13.8,1.008,1.016,2.1,4.1,3.9,4.4,4.9,5.6,10,15,3,9,6,18,Straw to amber,"If served with yeast, appearance may be very cloudy.",Very low to medium-low,Not present to very low,Very low,"Med-low to med-high fruity and phenolic attributes are hallmarks of this style. Phenolic attributes such as clove, nutmeg, smoke and vanilla are present. Banana ester aroma and ﬂavor should be present at low to medium-high levels. Diacetyl should not be present.",Medium to full,"These beers are made with at least 50 percent malted wheat. Hefeweizens are very highly carbonated. These beers are typically (though not always) roused during pouring, and when yeast is present, they will have a yeasty ﬂavor and a characteristically fuller mouthfeel."
55B4B1A0-9342-44CA-9228-67965248D126,Ale,German Origin Ale Styles,South German-Style Kristal Weizen,1.047,1.056,11.7,13.8,1.008,1.016,2.1,4.1,3.9,4.4,4.9,5.6,10,15,3,9,6,18,Straw to amber,"Clear with no chill haze present. Because the beer is ﬁltered, no yeast should be present.",Malt sweetness is very low to medium-low,Not present to very low,Very low,The aroma and flavor are very similar to Hefeweizen with the caveat that fruity and phenolic characters are not combined with the yeasty ﬂavor and fuller-bodied mouthfeel of yeast. The phenolic characteristics are often described as clove-like or nutmeg-like and can be smoky or even vanilla-like. A Banana-like ester aroma and flavor is often present. Diacetyl should not be present. Kristal Weizens are well attenuated and very highly carbonated.,Medium to full,"These beers are made with at least 50 percent malted wheat. They have no yeast ﬂavor and they exhibit a cleaner, drier mouthfeel than counterparts served with yeast."
5AA435A8-89AC-49B0-8518-E433FA9CC0AE,Ale,German Origin Ale Styles,German-Style Leichtes Weizen,1.028,1.044,7.1,11,1.004,1.008,1,2.1,2,2.8,2.5,3.5,10,15,3.5,15,7,30,Straw to copper-amber,"If served with yeast, appearance may be very cloudy.",Very low to medium-low,Not present to very low,Very low,The phenolic and estery aromas typical of Weissbiers should be present but less pronounced in this style. The overall ﬂavor proﬁle is less complex than Hefeweizen due to a lower alcohol content and there is less yeasty ﬂavor. Diacetyl should not be present.,"Low with a lighter mouthfeel than Hefeweizen. The German word “leicht” means light, and as such these beers are light versions of Hefeweizen.","These beers are made with at least 50 percent wheat malt. They are often roused during pouring, and when yeast is present, they will have a yeasty ﬂavor and a fuller mouthfeel."
B164DEDE-459D-4567-85ED-4488B833D22F,Ale,German Origin Ale Styles,South German-Style Bernsteinfarbenes Weizen,1.048,1.056,11.9,13.8,1.008,1.016,2.1,4.1,3.8,4.3,4.8,5.4,10,15,9,13,18,26,Amber to light brown. The German word Bernsteinfarben means amber colored.,"If served with yeast, appearance may be very cloudy.",Distinct sweet maltiness and caramel or bread-like character arises from the use of medium-colored malts.,Not present,Low,The phenolic and estery aromas and flavors typical of Weissbiers are present but less pronounced in Bernsteinfarbenes Weissbiers. These beers should be well attenuated and very highly carbonated. Diacetyl should not be present.,Medium to full,"These beers are made with at least 50 percent wheat malt. They are often roused during pouring, and when yeast is present, they will have a yeasty ﬂavor and a fuller mouthfeel."
1848498A-728C-4731-8725-4A7C05271052,Ale,German Origin Ale Styles,South German-Style Dunkel Weizen,1.048,1.056,11.9,13.8,1.008,1.016,2.1,4.1,3.8,4.3,4.8,5.4,10,15,10,25,20,50,Copper-brown to very dark,"If served with yeast, appearance may be very cloudy",Distinct sweet maltiness and a chocolate-like character from roasted malt characterize this beer style. Dark barley malts are frequently used along with dark Cara or color malts.,Not present,Low,The phenolic and estery aromas and flavors typical of Weissbiers are present but less pronounced in Dunkel Weissbiers. Dunkel Weissbiers should be well attenuated and very highly carbonated. Diacetyl should not be present,Medium to full,"These beers are made with at least 50 percent wheat malt. They are often roused during pouring, and when yeast is present, they will have a yeasty ﬂavor and a characteristically fuller mouthfeel."
93DE0047-18F3-49D1-8366-2E9E656803F3,Ale,German Origin Ale Styles,South German-Style Weizenbock,1.066,1.08,16.1,19.3,1.016,1.028,4.1,7.1,5.5,7.5,7,9.5,15,35,4.5,30,9,60,Gold to very dark,"If served with yeast, appearance may be very cloudy.","Medium malty sweetness should be present. If dark, a mild roast malt character should emerge in the flavor and, to a lesser degree, in the aroma.",Not present,Low,"Balanced, clove-like phenolic and fruity ester banana notes produce a well-rounded ﬂavor and aroma. Diacetyl should not be present. Carbonation should be high.",Medium to full,"These beers are made with at least 50 percent wheat malt. They are often roused during pouring, and when yeast is present, they will have a yeasty ﬂavor and a fuller mouthfeel."
04CD54DE-31B8-4353-AEC2-38446244EF7B,Ale,German Origin Ale Styles,German-Style Rye Ale,1.047,1.056,11.7,13.8,1.008,1.016,2.1,4.1,3.9,4.4,4.9,5.6,10,15,4,25,8,50,"Pale to very dark, with darker versions ranging from dark amber to dark brown.","Chill haze is acceptable in versions packaged and served without yeast. In versions served with yeast, appearance may range from hazy to very cloudy.","In darker versions, malt aromas and flavors can optionally include low roasted malt characters expressed as cocoa/chocolate or caramel, and/or aromatic toffee, caramel, or biscuit attributes. Malt sweetness can vary from low to medium. Low level of roast malt astringency is acceptable when balanced with low to medium malt sweetness.",Not present,Very low to low,"Low to medium banana–like and/or other fruity ester aromas and flavors are typical. Clove-like and/or other phenolic aromas and flavors should also be present. No yeast aroma should be present in versions without yeast. Versions packaged and served without yeast will not have yeast ﬂavor or full mouthfeel typical of beers with yeast. Versions with yeast will have low to medium yeast aroma and ﬂavor and a full mouthfeel, but the yeast character should not overpower the balance of rye and barley malts, esters and phenolics.",Low to medium,"Grist should include at least 30 percent rye malt. Versions with yeast are often roused during pouring. When yeast is present, the beer should have a yeasty flavor and a fuller mouthfeel."
DABABA7D-FD01-4B5B-8DC8-5427DE08D9BC,Ale,German Origin Ale Styles,Bamberg-Style Weiss Rauchbier,1.047,1.056,11.7,13.8,1.008,1.016,2.1,4.1,3.9,4.4,4.9,5.6,10,15,4,18,8,36,Pale to chestnut brown,"If served with yeast, appearance may be very cloudy.","In darker versions, a detectable degree of roast malt may be present without being aggressive. Smoky malt aroma and ﬂavor, ranging from low to high, should be present. Smoke character should be smooth, not harshly phenolic, suggesting a mild sweetness.",Not present,Low,"The aroma and flavor of a Weiss Rauchbier with yeast should be fruity and phenolic. The phenolic characteristics are often described as clove, nutmeg, vanilla and smoke. Banana esters are often present at low to medium-high levels. No diacetyl should be perceived. Weissbiers are well attenuated and very highly carbonated.",Medium to full,"These beers are made with at least 50 percent wheat malt. They are often roused during pouring, and when yeast is present, they will have a yeasty ﬂavor and a fuller mouthfeel."
1965586E-B3A5-4A8F-8258-88B5588A76E5,Ale,Belgian and French Origin Ale Styles,Belgian-Style Blonde Ale,1.054,1.068,13.3,16.6,1.008,1.014,2.1,3.6,5,6.2,6.3,7.9,15,30,4,7,8,14,Pale to light amber,Chill haze is acceptable at low temperatures,Malt aroma and ﬂavor are low,Not present to low. Noble-type hops are commonly used.,Very low to medium-low,Low to medium fruity esters are balanced with low level malt attributes. Low level yeast-derived phenolic spiciness may be present. Diacetyl and acidic character should not be present.,Low to medium,
7E00A440-FF0F-4660-8B11-6A7E721F6E44,Ale,Belgian and French Origin Ale Styles,Belgian-Style Pale Ale,1.044,1.054,11,0.3,1.008,1.014,2.1,3.6,3.2,5,4.1,6.3,20,30,6,12,12,24,Gold to copper,Chill haze is acceptable at low temperatures,Malt aroma should be low. Caramel or toasted malt ﬂavor is acceptable.,Low but noticeable. Noble-type hops are commonly used.,Low to medium,Low to medium fruity esters are present. Yeast-derived phenolic spicy ﬂavors and aromas should be present at low to medium-low levels. Diacetyl should not be present.,Low to medium,
6635D24F-05C6-4FF1-A437-94DDF92FDC5B,Ale,Belgian and French Origin Ale Styles,Belgian-Style Pale Strong Ale,1.064,1.096,15.7,22.9,1.008,1.024,2,6.1,5.6,8.8,7.1,11.2,20,50,3.5,10,7,20,Pale to copper,Chill haze is acceptable at low temperatures,Malt character is low to medium. A complex fruitiness is often present.,Medium-low to medium-high,Medium-low to medium-high,Low to medium fruity esters are present. Yeast-derived phenolic spicy ﬂavors and aromas should be present at low to medium-low levels. Diacetyl is usually absent in these beers but may be present at very low levels.,Very low to medium,These beers are often brewed with light-colored Belgian candy sugar. Herbs and spices are sometimes used to delicately ﬂavor these strong ales. These beers can be malty in overall impression or dry and highly attenuated. They can have a deceptively high alcohol character and a relatively light body for beers of high alcoholic strength. Some versions may be equally high in alcohol with a more medium in body.
2CDD4CE5-A418-4B13-A1F6-A8B0D5C33A0F,Ale,Belgian and French Origin Ale Styles,Belgian-Style Dark Strong Ale,1.064,1.096,15.7,22.9,1.012,1.024,3.1,6.1,5.6,8.8,7.1,11.2,20,50,9,35,18,70,Medium amber to very dark,Chill haze is acceptable at low temperatures,"Medium to high malt aroma and complex fruity aromas are distinctive. Medium to high malt intensity can be rich, creamy and sweet. Fruity complexity along with soft roasted malt ﬂavor adds distinct character.",Low to medium,Low to medium,Yeast-derived phenolic spicy ﬂavors and aromas are present at low to medium-low levels. Diacetyl is usually absent in these beers but may be present at very low levels.,Medium to full,These beers are often (though not always) brewed with dark Belgian candy sugar. Herbs and spices are sometimes used to delicately ﬂavor these strong ales. These beers are typically well attenuated with a deceptive alcoholic strength.
ADDD6DF5-FBD1-45E9-8374-5B49CE03B991,Ale,Belgian and French Origin Ale Styles,Belgian-Style Dubbel,1.06,1.075,14.7,18.2,1.012,1.016,3.1,4.1,5,6,6.3,7.6,20,35,16,36,32,72,Brown to very dark,Chill haze is acceptable at low temperatures. Slight yeast haze may be present in bottle conditioned versions.,"Cocoa, dark or dried fruit and/or caramel aroma attributes should be present along with malty sweetness.","Low, if present.",Medium-low to medium,Fruity esters (especially banana) are absent or present at low levels. Clove-like phenolic flavor and aroma may be present at low to medium-low levels. Diacetyl character should not be present.,Low to medium,Head should be dense and mousse-like
998F8E88-C5B0-495C-8B17-EFD9560870D8,Ale,Belgian and French Origin Ale Styles,Belgian-Style Tripel,1.07,1.092,17.1,33,1.008,1.014,2.1,3.5,5.6,8,7.1,10.1,20,45,4,7,8,14,Pale to pale gold,"Chill haze is acceptable at low temperatures. Traditional Tripels are bottle conditioned and may exhibit slight yeast haze. However, yeast should not be intentionally roused.",Low sweetness from very pale malts should be present. There should be no roasted or dark malt character.,"Low, if present",Medium to medium-high,"A complex, sometimes mildly spicy, aroma and ﬂavor characterize this style. Clove-like phenolic aroma and ﬂavor may be very low. Fruity esters, including banana, are also common, but not required. Traditional Tripels are often well attenuated. Alcohol strength and ﬂavor should be present.",Medium,"Head should be dense and mousse-like. Brewing sugar may be used to lighten the body. Hop/malt character should be balanced. The overall beer ﬂavor may ﬁnish sweet, though any sweet ﬁnish should be light."
67C3C8A0-C564-4217-A08D-F3D3B59A48BA,Ale,Belgian and French Origin Ale Styles,Belgian-Style Quadrupel,1.084,1.12,20.2,28,1.014,1.02,3.6,5.1,7.2,11.2,9.1,14.2,25,50,16,36,32,72,Amber to dark brown,Chill haze is acceptable at low temperatures,"Caramel, dark sugar and malty sweet ﬂavors and aromas can be intense, but not cloying, and should complement fruitiness.",Not present to very low,Low to medium-low,"Perception of alcohol can be strong. Complex fruity ﬂavors, such as raisins, dates, ﬁgs, grapes and/or plums are often present and may be accompanied by wine-like attributes at low levels. Clove-like phenolic ﬂavor and aroma may be present at low to medium-low levels. Diacetyl and DMS should not be present.",Full with creamy mouthfeel,"Head should be dense and mousse-like. Quadrupels are well attenuated and are characterized by an intense alcohol presence balanced by other ﬂavors, aromas and bitterness. They are well balanced with savoring/sipping-type drinkability. Oxidized character, if present in aged Quads, should be mild and pleasant."
F53D4B35-C30F-4BF9-9872-6FF0DA639A32,Ale,Belgian and French Origin Ale Styles,Belgian-Style Witbier,1.044,1.05,11,0.4,1.006,1.008,1.5,2.1,3.8,4.4,4.8,5.6,10,17,2,4,4,8,Straw to pale,Unﬁltered starch and yeast haze should be visible. Wits are traditionally bottle conditioned and served cloudy.,Very low to low,Hop aroma is not present to low. Hop flavor is not present.,"Low, from noble-type hops.",Low to medium fruity esters are present. Mild phenolic spiciness and yeast ﬂavors may be present. Mild acidity is appropriate. Diacetyl should not be present.,"Low to medium, with a degree of creaminess from wheat starch.","Wits are brewed with malted barley, unmalted wheat and sometimes oats. They are spiced with coriander and orange peel. Coriander and light orange peel aroma may be present, sometimes as an unidentified spiciness."
186276B8-AC98-4AA1-988D-F05240418A41,Ale,Belgian and French Origin Ale Styles,Classic French & Belgian-Style Saison,1.04,1.06,10,0.7,1.004,1.008,1,2,3.5,5.4,4.4,6.8,20,38,3,7,6,14,Straw to light amber,Chill haze or slight yeast haze is acceptable,"Low, but providing foundation for the overall balance.",Low to medium and characterized by European-type hops,"Medium-low to medium, but not assertive.","Fruity esters are medium to high. Low to medium-low level phenolics may be present, expressed as spice-like or other attributes. Phenolics should not be harsh or dominant and should be in harmony with ester profile and hops. Fruity and spicy black pepper attributes derived from Belgian yeast are common. Diacetyl should not be present. Low levels of Brettanomyces yeast-derived ﬂavors that are slightly acidic, fruity, horsey, goaty and/or leather-like, may be present but are not required. These beers are well attenuated and often bottle conditioned contributing some yeast character and high carbonation.",Very low to low,
A12F3E0E-96C3-45D6-B4B3-EA2550735295,Ale,Belgian and French Origin Ale Styles,Specialty Saison,1.04,1.08,10,0.3,1.008,1.014,2,3.5,3.5,6.6,4.4,8.4,20,40,3,20,6,40,"Straw to dark brown; may take on hue of fruit(s), darker malts or other ingredients",Chill haze or slight yeast haze is acceptable,"Typically low to medium-low, but may vary in beers made with specialty malts.",Low to medium-high,Medium to medium-high,"Fruity esters are medium to high. Diacetyl should not be present. Complex alcohols, herbs, spices, low Brettanomyces attributes including slightly acidic, fruity, horsey, goaty and leather-like, as well as clovey and smoky phenolics may be present. Herb and/or spice ﬂavors, including notes of black pepper, may be present. A low level of sour acidic ﬂavor is acceptable when in balance with other components. These beers are often bottle conditioned and display some yeast character and high carbonation.",Low to medium,"Specialty Saisons represent a very wide family of specialty beers. Entries brewed with dark malts, fruit(s), spice(s) or other special ingredients may deviate substantially from traditional appearance and flavor and from parameters shown in this guideline. Ingredients including spices, herbs, ﬂowers, fruits, vegetables, fermentable sugars and carbohydrates, special yeasts of all types, wood aging, etc. may contribute unique attributes to these beers. Earthy and/or cellar-like aromas are acceptable. Color, body, malt character, esters, alcohol level and hop character should harmonize with attributes from special ingredients."
9F7219A9-4BB0-449B-931D-8FA22E75AB06,Ale,Belgian and French Origin Ale Styles,French-Style Bière de Garde,1.06,1.08,14.7,19.3,1.012,1.024,3.1,6.1,3.5,6.3,4.4,8,20,30,7,16,14,32,Light amber to chestnut brown/red,Chill haze is acceptable. These beers are often bottle conditioned so slight yeast haze is acceptable.,These beers are characterized by a toasted malt aroma along with a slight malt sweetness and/or toasted malt ﬂavor.,Low to medium from noble-type hops,Low to medium,"Fruity ester aromas are medium to high. Whereas fruity ester ﬂavors are low to medium. Diacetyl should not be present. Bière de Garde may have low levels of Brettanomyces yeast-derived ﬂavors that are slightly acidic, fruity, horsey, goaty and/or leather-like. Beers displaying more pronounced levels of Brettanomyces derived attributes are categorized as Brett Beers. Alcohol may be evident in higher strength beers.",Low to medium,Earthy and/or cellar-like aromas are acceptable.
9FCE67DE-8287-4EE4-BE50-557A21F205C7,Ale,Belgian and French Origin Ale Styles,Belgian-Style Flanders Oud Bruin or Oud Red Ale,1.044,1.056,11,0.8,1.008,1.016,2.1,4.1,3.8,5.2,4.8,6.6,5,18,12,25,24,50,Copper to very dark. SRM/EBC color values can be misleading because the red spectrum of color is not accurately assessed by these measurement systems.,Chill haze is acceptable at low temperatures. Some versions may be more highly carbonated. Bottle conditioned versions may appear cloudy when served.,Roasted malt aromas and flavors including cocoa are acceptable at low levels. A very low level of malt sweetness may be present and balanced by acidity from Lactobacillus.,Not present,"Very low to medium-low, though acidity and wood aging (if used) may mask higher bitterness levels.",Brettanomyces-produced aromas and flavors should be absent or very low. Fruity esters expressed as cherry or green apple attributes are apparent. Overall flavor is characterized by low to high lactic sourness. Some versions may express very low to low acetic sourness and aroma.,Low to medium-low with a refreshing mouthfeel,Oaky or woody flavors may be pleasantly integrated. Flavors of wine or distilled spirits associated with used barrels should not be present. Bottle conditioned versions are often a blend of old and young beer to create the brewer’s intended flavor balance.
